"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
"737",140000,2,1,1,51,0,0,0,0,0,0,56764,57950,57668,55024,55883,55744,2115,2004,1941,2073,1909,2132,0
"748",5e+05,2,2,2,43,0,0,0,0,0,0,43346,43976,39032,29092,22725,11590,4006,2383,1126,782,596,1572,0
"764",2e+05,2,1,1,35,0,0,0,0,0,0,2257,4261,1265,2473,0,0,4266,1667,2473,0,0,0,0
"765",360000,2,2,2,53,0,0,0,0,0,0,10733,15206,15000,9744,11114,8123,15206,15032,9769,11114,8123,8736,0
"772",20000,1,2,2,26,0,0,0,0,0,0,1438,1261,451,0,0,1320,1261,451,0,780,2130,0,0
"775",230000,1,1,2,29,0,0,1,1,1,0,40732,44563,42804,44020,41278,34672,5000,0,3000,0,3000,3000,0
"792",50000,2,1,2,22,0,0,0,0,0,0,13801,9549,5385,7781,0,0,1372,1275,7900,0,0,0,0
"798",230000,2,1,2,28,0,0,0,0,0,0,6666,6666,0,0,0,0,6666,0,0,0,0,0,0
"802",20000,2,3,2,36,0,0,1,1,1,1,16754,18873,19862,19245,20532,19953,2400,1600,0,1600,209,0,1
"819",50000,2,2,1,24,1,1,0,0,0,1,27087,26372,26992,27693,29237,28607,0,1400,1100,2100,0,1000,0
"826",230000,2,3,2,30,0,0,0,0,0,0,550,0,13013,14265,13659,0,0,13013,1252,3659,0,0,0
"832",5e+05,1,1,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"852",20000,2,2,2,27,0,0,0,0,0,0,20218,19194,20112,19712,19712,6321,1482,1400,0,0,0,0,0
"868",30000,2,2,1,25,0,0,0,0,0,1,30606,29579,30291,30616,30456,29818,1800,1512,1259,2500,0,1000,0
"882",390000,1,2,2,28,0,0,0,0,0,0,149445,139794,133224,106127,51097,38555,8046,5150,5297,5084,5065,5042,0
"885",80000,2,2,1,32,0,0,0,0,0,0,28408,25695,11553,2350,0,0,1259,1035,1600,0,0,0,0
"887",240000,2,2,1,37,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,1
"906",30000,1,3,1,45,0,0,1,0,0,0,17187,24045,23180,22000,22000,0,7900,0,0,0,0,0,0
"909",350000,1,1,1,48,0,0,0,0,0,0,54969,47978,48631,48351,47939,33827,2087,1989,1591,1466,2000,1500,0
"949",210000,2,2,2,30,0,0,0,0,0,0,21780,20974,18652,13464,109722,105573,1325,1074,1000,99000,3745,4000,0
"952",250000,1,1,2,41,0,0,0,0,0,0,1338,0,8324,5872,23020,2367,0,8348,0,23020,2367,3117,1
"958",5e+05,1,1,1,36,0,0,0,0,0,0,294827,292920,291760,288024,274632,266669,20007,20026,20020,10017,15024,10002,0
"967",140000,1,2,1,30,0,0,0,0,0,0,134203,127319,107496,69218,70702,72267,5000,3500,2700,2600,2742,2700,1
"975",5e+05,1,1,2,36,0,0,0,0,0,0,45106,81264,18122,27229,21462,27911,81690,18225,27365,21570,28050,17397,1
"989",140000,1,1,1,45,0,0,0,0,1,1,39716,40799,41853,44452,45433,46383,1600,1600,3169,1700,1700,1495,0
"990",360000,1,1,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"994",2e+05,2,2,1,28,0,0,0,0,0,0,81865,86790,8441,97041,103541,3632,5000,2000,89000,6500,91,1504,0
"1002",80000,2,1,2,27,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,0
"1010",140000,2,3,2,57,1,0,0,0,0,0,131795,134083,125360,99313,90623,92425,6743,5421,3926,3290,3310,3424,1
"1014",210000,2,3,1,37,0,0,0,0,0,0,138398,109115,101912,62959,60767,41150,5000,5000,2500,2800,2000,0,0
"1037",30000,2,1,2,23,0,0,0,0,0,0,26847,24815,21681,22293,17155,13470,2500,3500,2000,3500,2000,1000,0
"1038",220000,1,3,1,30,0,0,0,0,1,0,162105,170592,173969,183030,181385,174107,10000,5013,10626,52,5255,4222,1
"1043",270000,2,3,2,33,0,0,0,0,0,0,10000,10000,10000,123693,116843,110059,10000,10000,222750,5000,5008,5026,0
"1053",50000,1,2,1,49,0,0,0,0,0,0,10750,8755,8684,5983,4252,5034,1507,3109,2209,2000,2500,3000,0
"1059",240000,1,2,2,43,0,0,0,0,0,0,291,291,291,291,291,291,291,291,291,291,291,291,1
"1068",5e+05,1,1,2,35,0,0,0,0,0,0,172041,70011,12976,34469,27425,28506,58761,13976,34828,28289,18175,17500,0
"1076",110000,2,2,1,43,0,0,1,0,0,0,108616,114854,105275,107561,105502,103813,9600,0,4000,3765,4000,4200,0
"1084",360000,1,2,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1097",2e+05,2,1,1,41,0,0,0,0,0,0,7812,0,0,1115,0,0,0,0,1115,0,0,0,0
"1101",110000,1,2,2,29,1,1,1,1,0,0,83687,85360,86274,84001,85897,88759,3900,3200,0,3400,4500,2600,0
"1104",110000,1,1,2,33,0,0,0,0,0,0,12633,88334,53978,23687,26567,8435,80004,1500,12013,7000,2000,4000,0
"1115",1e+05,2,2,2,29,0,0,0,0,0,0,75912,85276,88498,90289,92485,95630,10000,4000,2600,3000,4000,5000,0
"1127",50000,1,2,2,31,0,0,0,0,0,0,2522,0,18171,17051,390,16526,0,18171,341,0,16526,324,0
"1137",70000,2,1,2,31,1,1,2,2,2,2,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
"1154",210000,2,2,1,39,0,0,0,0,0,0,26749,34451,25200,19850,15530,13021,14000,3007,5000,1000,13021,22171,0
"1156",140000,2,2,2,25,1,0,0,0,0,0,137606,140557,111000,3238,89437,91136,6000,3200,3238,89437,3228,3000,0
"1164",180000,2,1,2,32,0,0,0,0,0,0,666,666,666,666,666,666,666,666,666,666,666,666,0
"1171",3e+05,1,2,1,29,0,0,0,0,0,0,1874,0,0,0,0,0,0,0,0,0,0,0,0
"1182",250000,1,1,2,38,0,0,0,0,0,0,584,3291,8660,7495,1120,62,3307,8703,7532,1125,62,7718,0
"1187",80000,2,2,1,45,0,0,0,0,0,0,81841,74516,69485,30396,30595,29033,4100,2507,2140,2000,1500,1000,0
"1198",2e+05,1,2,1,33,0,0,1,0,0,0,50612,10537,5552,2506,9443,11818,10023,27,2614,9454,5019,5015,0
"1206",230000,1,1,2,32,0,0,0,0,0,0,164634,166134,142049,106677,88091,60929,7326,10000,10000,3000,2000,2000,0
"1208",340000,2,1,1,30,0,0,0,0,0,0,351828,280067,259651,243094,223907,216912,30076,25118,20085,10041,8184,6626,0
"1214",150000,2,2,1,42,0,0,0,0,0,0,3260,2270,5887,3935,3935,3935,2270,5887,3935,3935,3935,3935,1
"1243",20000,2,1,2,22,0,0,0,0,0,0,15829,15299,16262,16749,13764,18732,1600,1550,1000,1000,5283,0,0
"1260",50000,2,3,1,57,0,0,0,0,0,0,49017,50690,47487,48319,48449,49656,2500,2000,2000,1746,2000,1800,0
"1263",20000,2,1,2,26,0,0,0,0,0,0,10658,9288,390,390,390,0,1072,390,390,390,0,780,0
"1270",2e+05,2,1,2,31,0,0,0,0,0,0,38635,41031,45929,48661,49723,50896,3031,5929,3500,2000,2000,11028,0
"1275",230000,2,2,1,29,0,0,0,0,0,0,64982,44908,51535,24607,28279,48934,3000,11000,15000,13000,36000,3000,0
"1276",470000,1,2,1,41,0,0,0,0,0,0,13780,12242,32463,20621,13711,8294,12300,32520,34,68,8334,45684,0
"1285",50000,1,2,2,29,1,1,1,1,0,0,37170,36297,39863,38924,39744,40533,0,4500,0,1600,1600,1600,0
"1287",80000,2,1,2,29,0,0,0,0,0,0,16936,17963,18976,19660,20343,21003,1303,1316,1000,1000,1000,933,1
"1290",10000,2,3,2,22,0,0,1,0,0,0,10012,9784,9473,8947,9135,8613,2452,7,308,320,328,1000,1
"1296",330000,2,2,1,28,0,0,0,0,0,0,390,0,780,150,320,780,0,780,150,320,1000,0,0
"1299",160000,1,2,1,31,2,1,0,0,0,0,26295,27074,28314,29341,31690,33993,1500,2000,1500,3000,3000,1500,1
"1302",430000,1,1,2,31,0,0,0,0,0,0,29860,39305,43020,45540,8342,8310,10000,5000,5540,8310,5640,2820,0
"1308",250000,2,1,1,43,0,0,0,0,0,0,17454,0,45297,17371,11481,5922,24890,48394,0,5461,15000,6000,0
"1309",390000,2,1,2,31,0,0,0,0,0,0,6466,6266,12578,7650,48090,17013,6266,12581,7650,48090,28973,17271,0
"1316",180000,2,2,2,25,0,0,0,0,1,1,4745,5765,6631,8386,8109,8820,1257,1123,1878,0,1000,0,0
"1327",80000,2,1,2,23,0,0,0,0,0,0,8766,4777,0,0,0,0,1600,0,0,0,0,0,0
"1335",220000,2,2,1,49,0,0,0,0,0,0,172184,170697,168041,163783,160806,158866,7583,7461,5809,5608,6500,6100,0
"1338",10000,2,2,2,49,1,1,0,0,0,0,8184,5011,5728,4255,2782,1309,0,1000,0,0,0,0,1
"1341",130000,1,1,2,30,0,0,0,0,0,0,4536,5616,6455,6791,6991,0,1161,1000,336,200,0,0,0
"1359",180000,2,2,2,30,0,0,0,0,0,0,14445,15404,19885,22355,22902,15373,1500,4911,10355,10902,3500,5493,0
"1362",50000,1,2,2,24,0,0,0,0,0,0,2155,0,1978,14207,8602,7201,0,30300,14207,602,7201,383,0
"1363",30000,2,3,2,50,0,0,0,0,0,1,0,0,0,0,7092,6832,0,0,0,7092,0,0,0
"1367",80000,1,3,2,26,1,1,1,1,1,1,71661,69947,74755,75732,74397,80138,0,6000,2800,0,7000,8,0
"1389",30000,1,2,1,36,1,1,0,0,0,0,30573,28473,29083,28313,28932,29565,0,2000,940,1000,1106,0,0
"1396",220000,2,2,2,25,0,0,0,0,0,0,165040,167485,148133,123266,125736,128342,6809,7038,5000,4500,5000,4473,1
"1405",80000,2,1,2,29,0,0,0,1,1,2,2673,0,317,317,1521,1204,0,317,0,1204,0,0,0
"1412",90000,2,1,2,33,0,0,0,0,0,0,80919,87993,17316,18026,18559,19097,9000,1500,1000,824,1000,857,0
"1433",210000,2,1,1,37,1,0,0,0,0,0,0,732,873,148,129,292,732,873,148,129,292,0,1
"1434",20000,2,2,2,23,0,0,0,1,0,0,7186,3478,137,1714,17694,12237,8060,137,5199,17694,575,0,0
"1438",290000,2,1,2,33,0,0,0,0,0,0,413,486,820,60,1773,3904,486,820,60,1773,3904,0,1
"1457",1e+05,1,1,1,45,0,0,0,0,0,0,10529,12723,15807,18901,21794,25051,2688,3688,3288,3288,3688,0,0
"1477",130000,2,4,2,28,0,0,0,0,0,0,36108,34256,36357,37878,39489,41833,3000,3000,2500,3000,3000,2000,0
"1479",60000,2,3,2,48,1,0,0,0,0,0,43533,39252,38051,37988,38725,39685,1700,1700,2000,1500,1600,1000,0
"1480",160000,1,2,2,43,0,0,0,0,0,0,12458,7146,11529,20860,0,780,7545,5000,10000,0,780,0,0
"1501",20000,2,2,2,24,0,0,0,0,0,0,19433,20508,19662,20001,16448,16774,1700,1300,600,600,600,622,0
"1510",30000,2,1,2,27,1,1,1,1,1,1,28207,29261,28497,29862,43148,30603,1800,0,2150,900,3776,0,1
"1511",160000,2,2,1,37,0,0,0,0,0,0,1988,0,0,1188,0,0,0,0,1188,0,0,1935,0
"1515",120000,1,1,2,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1517",160000,2,1,2,32,0,0,0,0,0,0,16922,2552,0,0,0,0,2555,0,0,0,0,0,0
"1533",150000,1,1,2,32,0,0,0,0,0,0,46272,1079,0,41147,0,0,1082,0,41147,0,0,0,0
"1555",30000,2,1,1,27,1,0,0,0,0,0,0,306,2017,6316,3107,0,306,2017,6316,62,0,1002,0
"1556",30000,2,2,2,23,0,0,0,0,0,0,3226,5591,6992,20412,14427,5119,3596,2992,16500,0,5119,0,1
"1560",50000,1,1,2,24,0,0,0,0,0,0,50716,50606,33265,29300,20703,30101,3029,2000,1021,1004,10000,2500,1
"1563",160000,2,1,2,46,0,0,0,0,0,0,6241,8788,0,0,0,0,8805,0,0,0,0,0,0
"1565",210000,2,1,1,36,1,0,0,0,0,0,0,1690,0,5619,4090,581,1690,0,5619,4090,581,0,0
"1575",450000,2,2,2,36,0,0,0,0,0,0,13500,6350,11670,1530,1232,201,6364,11728,1532,1234,201,3,0
"1583",150000,2,2,1,37,0,1,1,0,0,0,1184,794,2756,0,2430,4840,0,2772,0,2430,4844,0,0
"1589",1e+05,2,3,2,53,0,0,0,0,0,0,101503,29880,31119,58653,59477,60695,1538,1777,29103,2283,2334,2290,0
"1596",210000,2,2,1,43,0,0,0,0,1,0,80527,82332,84043,88508,85802,85280,4000,4000,7000,0,3500,7000,0
"1616",50000,1,3,2,31,0,0,0,0,1,0,40011,33648,35082,38286,37543,0,1566,2000,3800,0,1546,0,0
"1622",80000,1,3,2,29,0,0,0,0,0,0,46638,47680,48395,49356,50560,51431,2091,1806,1767,2000,1767,1740,0
"1644",50000,1,1,2,28,0,0,0,0,0,0,46176,40870,41590,42419,43307,44167,2000,1700,1519,1572,1580,1637,0
"1658",50000,2,2,3,51,0,0,0,0,0,0,10571,2477,3234,2904,0,0,2477,2904,0,0,0,0,0
"1660",220000,2,1,2,36,0,0,0,0,0,0,0,420,0,584,790,0,420,0,584,790,0,1309,0
"1663",3e+05,1,1,2,31,0,0,0,0,0,0,40779,5401,2444,578,390,1424,5401,2444,578,390,1424,390,0
"1668",150000,2,2,2,29,0,0,0,0,0,0,3559,4724,2629,2584,1371,0,1222,2634,1008,506,0,0,0
"1679",150000,2,1,2,27,0,0,0,0,0,0,0,610,610,0,610,0,610,610,0,610,0,0,0
"1690",320000,2,1,2,29,0,0,0,0,0,0,179226,0,200,0,10000,210000,0,400,0,10000,2e+05,0,0
"1692",20000,1,3,2,32,0,0,1,1,1,0,3677,6002,5758,12619,12274,15049,2400,0,7000,0,3000,4000,1
"1702",50000,2,2,1,26,0,0,0,0,0,0,45663,43522,43193,18768,19182,19447,2300,2349,800,835,726,361,0
"1710",160000,2,1,2,27,0,0,0,0,0,0,13234,0,6000,15866,4168,2067,0,6000,15866,4168,2067,11826,0
"1715",10000,2,3,2,42,0,0,0,0,0,0,4908,5665,381,390,0,780,1275,381,399,0,780,0,0
"1717",150000,2,1,1,31,0,0,0,0,0,0,2977,1408,0,0,0,0,1408,0,0,0,0,4400,1
"1721",1e+05,2,2,1,36,0,0,0,0,0,0,2205,0,1983,3543,0,0,0,1983,3543,0,0,2645,0
"1735",120000,2,2,2,24,0,0,0,0,0,0,100,0,0,618,9614,39133,0,0,618,9614,39133,1500,0
"1744",360000,2,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1745",80000,2,2,1,36,0,0,0,0,0,0,20366,21084,22411,23624,23964,25661,1352,1679,1892,870,2096,0,0
"1757",360000,1,2,1,56,0,0,0,0,0,0,750,1224,3206,291,951,2941,1236,3537,291,951,2941,291,0
"1779",390000,2,1,2,33,0,0,0,0,0,0,85538,79875,82853,82747,44143,38488,3500,4502,3518,2003,3001,3000,0
"1785",280000,2,1,1,36,0,0,0,0,0,0,21251,33746,8689,41652,9031,14106,33840,8689,41652,9031,14106,6680,0
"1794",150000,2,2,2,27,0,0,0,0,0,0,23165,24515,25592,24949,26846,26908,1723,1800,1100,2300,1000,1300,0
"1796",5e+05,2,1,2,46,0,0,0,0,0,0,33332,163500,60560,104734,41018,6258,163500,70160,104734,41018,6258,70356,0
