"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
"221",320000,2,2,2,33,0,0,0,0,0,0,91653,94037,108597,65913,43805,33263,10042,18832,2117,2076,5045,3754,0
"223",170000,2,1,2,28,0,0,0,0,0,0,130370,131199,128900,125514,127280,128839,6530,4860,22500,4820,4877,4962,0
"232",60000,2,2,1,33,0,0,0,0,0,0,58203,36367,20934,20694,20175,19421,1506,1298,1000,721,811,599,0
"254",140000,2,2,1,48,0,0,0,0,0,0,1154,1233,862,1355,1130,21361,1233,1075,1355,1130,21361,1347,0
"255",160000,2,2,1,33,0,0,0,0,0,0,8015,2453,9624,52572,7333,2210,2453,9880,52572,1546,2210,0,0
"262",80000,2,1,2,37,0,0,0,0,0,0,10115,249,5986,188,1644,16872,258,5995,188,1644,16872,4000,0
"269",120000,1,1,1,34,0,1,0,0,0,0,1082,632,1350,900,450,0,0,1350,0,0,0,450,0
"270",260000,2,1,2,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"286",1e+05,2,2,2,25,1,0,0,0,0,0,70896,71678,70125,69856,69718,51365,3472,2092,2000,2127,1960,1559,1
"289",50000,2,2,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"290",30000,1,2,1,43,2,1,1,1,1,1,1700,2610,1914,2182,2000,2566,1100,0,300,0,600,0,0
"292",130000,1,1,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0
"295",210000,2,2,1,36,0,0,0,0,0,0,143225,142996,144415,148190,147993,131629,6483,5082,6000,5900,4544,4700,0
"296",280000,2,1,1,36,0,0,0,0,0,0,58983,60788,63225,29701,30172,30771,2755,3463,1300,1100,1100,2000,0
"311",2e+05,2,3,1,49,0,1,1,1,0,0,52439,51040,56205,54723,58657,59983,0,6000,0,5000,2286,3000,1
"317",180000,1,2,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319",340000,2,1,2,27,0,0,0,0,0,0,172180,180140,166281,155628,145645,103263,21105,5461,5000,5849,2732,50000,0
"320",50000,1,2,2,24,0,0,0,0,0,0,1399,2441,3865,7476,8384,8085,1070,1500,3666,2477,1306,1000,0
"321",230000,2,2,1,28,0,0,0,0,0,0,26361,18826,1100,2100,767,6173,1710,1100,1000,767,6173,1000,1
"334",260000,2,1,2,30,0,0,0,0,0,0,156882,160246,159988,158114,158762,159108,10000,8000,6000,7000,7000,6000,0
"342",180000,2,1,2,26,0,0,0,0,0,0,145403,138232,130553,105894,108248,106517,5440,5051,3835,4106,4250,4028,0
"349",2e+05,1,1,1,36,1,0,0,0,0,0,0,0,3432,0,0,1386,10118,47015,0,4000,1e+05,10000,0
"356",110000,2,4,2,24,0,0,0,0,0,0,83755,77431,79044,80631,82333,84462,3000,2900,2900,3000,3500,4000,0
"360",50000,1,2,2,32,2,2,1,0,0,0,45734,44741,43562,44039,45008,25775,0,0,1262,1358,1275,1590,0
"365",10000,1,2,2,24,0,1,1,1,0,0,2887,1923,2989,2813,2008,2132,0,1500,0,0,150,0,0
"373",30000,1,3,1,58,0,0,0,0,0,0,19143,20168,21229,21495,21800,22437,1640,1700,915,800,1000,1961,0
"387",350000,1,1,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",210000,2,2,1,30,0,0,0,0,0,0,104701,106134,108423,91143,82733,74125,4002,5000,3500,3000,2700,5000,0
"400",30000,1,2,1,48,0,0,0,0,0,0,27879,28870,27806,25142,25667,26179,1774,1710,1046,1079,1089,2244,0
"401",160000,2,1,2,29,1,1,1,1,1,1,160432,163916,159676,166893,170098,153800,7500,0,11558,5800,0,5654,1
"402",2e+05,1,1,1,52,0,0,0,0,0,0,3858,2690,3410,0,0,82150,2690,3487,0,0,85900,396,0
"407",60000,2,1,2,23,1,1,1,1,1,1,29332,28577,30805,31601,32349,32965,0,2709,1600,1400,1300,1200,1
"415",50000,1,2,1,48,0,0,0,0,0,0,44338,43048,35639,18753,19091,19548,3629,3332,2000,2000,2000,2500,0
"417",30000,1,1,2,24,1,0,0,0,0,1,25265,26354,27710,27959,30002,29371,1500,1800,1007,2500,0,1800,0
"418",440000,2,1,2,29,0,0,0,0,0,0,169661,167199,158520,156977,157963,151936,8071,9021,7013,6013,6028,6010,0
"420",2e+05,1,2,1,38,1,1,1,0,0,0,104978,105924,102663,97090,98045,105253,4500,0,3500,3500,9000,0,1
"429",110000,2,1,2,29,0,0,0,0,0,0,48123,49537,50422,50990,52014,53206,2500,2500,2000,2000,2057,2500,0
"435",50000,2,1,1,25,0,0,0,0,0,0,51044,50231,46677,44982,21399,20859,2500,3008,1000,761,800,704,0
"444",180000,2,1,1,53,0,0,0,0,0,0,46122,1260,29366,5400,0,1599,1260,29366,54,0,1599,0,0
"445",2e+05,1,4,1,42,0,0,0,0,0,0,38564,38246,32253,30384,30900,0,5000,1485,1956,1500,0,2102,0
"448",6e+05,1,1,1,53,1,1,0,0,0,0,467150,458862,469703,447130,440982,434715,0,18000,16000,16000,21000,20000,1
"452",40000,1,2,2,39,0,0,0,0,0,0,40034,36549,17431,15031,10600,5315,2027,1207,301,212,5315,4987,0
"453",130000,1,3,2,39,1,1,1,1,1,1,71034,69329,74175,72383,77217,75820,0,6000,0,6000,0,6000,0
"455",230000,2,2,1,41,0,0,0,0,0,0,819,18163,5473,8162,6985,9130,18163,5654,12887,6985,9130,6554,0
"459",290000,2,2,2,26,0,0,0,0,0,0,20807,99860,1e+05,3015,23473,1448,80000,3000,3015,23473,1148,4900,0
"469",180000,1,2,1,34,0,0,0,0,0,0,2927,2790,1140,2144,1180,1382,2790,1140,2144,1180,1382,2440,0
"476",2e+05,1,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480",90000,1,3,1,48,1,1,1,1,1,1,77604,73317,71334,67009,63228,59378,1700,4000,1600,1600,1500,4086,0
"488",30000,2,2,1,43,1,1,1,1,1,0,28703,26622,24022,24368,20859,19633,1300,2,1608,0,900,800,0
"490",170000,2,2,2,28,0,0,0,0,0,0,28304,17616,308,0,0,0,4000,308,0,0,0,0,0
"499",130000,2,1,1,33,0,0,0,0,0,0,19161,20544,22704,22304,22304,0,2000,3000,0,0,0,0,1
"501",5e+05,2,2,2,43,0,0,0,0,0,0,3959,0,285138,249445,222831,200,0,285138,4989,100,200,528666,0
"514",290000,2,1,1,34,0,0,0,0,0,0,93844,97708,103066,104864,110151,115297,6000,7000,5000,7000,7000,7000,0
"516",410000,2,2,2,27,1,0,0,0,0,0,0,32991,36465,44310,62408,61420,33049,16000,8700,18775,15000,5350,0
"518",140000,2,2,1,42,0,0,0,0,0,0,111496,112133,69529,70804,70781,66735,6022,3021,5012,5112,3000,5000,1
"519",210000,2,1,2,32,0,0,0,0,0,0,67374,69489,70937,71761,73505,74827,3200,3200,2600,2900,2700,3000,0
"525",50000,1,2,2,23,0,0,0,0,0,0,34549,18552,19334,18165,19322,19575,2836,1200,13000,1500,9000,1000,0
"538",1e+05,2,1,2,24,0,0,0,0,0,0,30092,30486,30178,29735,14718,29427,1553,5000,87,14761,29514,330,0
"539",360000,2,1,1,34,0,0,0,0,0,0,12339,10138,23912,9785,166,2142,10000,13912,9785,0,2142,4230,0
"540",390000,2,1,2,31,0,0,0,0,0,0,50620,43220,44237,46495,47751,51941,5000,3000,3000,2000,5000,5000,0
"550",630000,2,2,1,47,0,0,0,0,0,0,37850,68187,1207,2632,8654,0,38187,1207,2632,8654,0,4981,0
"553",20000,1,2,2,29,0,0,0,0,0,0,17208,18419,0,0,0,0,2055,0,0,0,0,0,0
"558",360000,1,2,2,38,0,0,0,0,0,0,108351,111201,63146,63723,65108,66078,8005,8004,5000,5000,5000,105700,0
"560",250000,2,3,2,35,0,0,0,0,0,0,7244,8472,1738,6706,2391,11082,8514,1751,6739,2403,11137,13407,0
"561",90000,2,1,2,24,0,0,0,0,0,0,13141,14526,15482,18219,22737,23387,1600,1500,3000,5000,1020,764,1
"565",2e+05,2,1,2,29,1,0,0,0,0,0,55788,8360,4897,5065,19468,0,8394,4927,5089,19561,0,125,0
"566",50000,2,2,2,23,0,0,0,0,0,0,49809,50364,38429,18815,18305,19013,2040,2766,1690,1000,1000,1000,0
"567",350000,1,1,2,33,0,0,0,0,0,0,10900,10478,0,0,0,4532,10530,0,0,0,4554,0,0
"571",270000,2,1,2,28,0,0,0,0,0,0,475,475,5691,37526,50565,48888,475,5691,34000,14000,8000,15000,0
"574",30000,1,2,1,35,0,0,0,0,0,0,7797,2687,8762,3377,2000,0,2687,8765,3390,2040,0,0,0
"575",30000,1,2,2,28,1,0,0,0,0,0,0,780,0,0,0,0,780,0,0,0,0,0,1
"576",90000,1,2,2,33,0,0,0,0,0,0,35785,29155,27485,29266,35598,38449,15155,5485,5263,8598,5449,6537,0
"578",80000,2,3,2,53,0,0,0,0,0,0,77766,77954,78512,60452,61556,54022,4000,2374,2007,2500,3000,2000,0
"591",360000,1,2,2,29,0,0,0,0,0,0,268112,263368,259969,255832,245462,250244,9429,8738,7017,7154,7073,7300,0
"593",80000,2,2,2,24,1,0,0,0,0,0,79243,75254,58683,58886,60035,57264,3249,3000,5000,2500,2300,2200,0
"596",30000,1,3,1,59,0,0,0,0,0,0,390,390,390,390,390,1320,390,390,390,390,1320,0,1
"598",140000,2,2,2,28,1,1,1,0,0,1,26450,28823,28171,28740,30454,29930,3007,0,924,2070,0,3000,0
"612",270000,2,2,1,56,0,0,0,0,0,0,137807,123769,104377,106651,109294,101151,5000,5000,3953,4500,4000,3900,0
"627",20000,2,3,1,25,0,0,0,0,0,0,16591,16442,6401,4300,1304,0,1155,1000,0,1304,0,0,0
"633",4e+05,2,1,2,40,0,0,0,0,0,0,60125,1981,4521,20472,76933,173599,1981,4521,20500,77000,1e+05,7700,0
"640",150000,1,3,2,39,1,0,0,0,0,0,214450,147280,150000,0,0,0,5180,5000,0,0,5000,0,0
"642",80000,2,2,2,24,0,0,0,0,0,0,77615,77303,66396,55639,56873,58390,3100,2586,2000,2500,3000,2500,0
"648",450000,2,1,1,42,1,0,0,0,0,0,0,0,0,42000,0,0,0,200,42000,0,0,0,1
"650",280000,1,2,1,39,0,0,0,0,0,0,2082,3557,5623,5400,3866,3526,3597,5672,5427,3885,3543,3519,1
"651",290000,2,3,2,27,0,0,0,0,0,0,13820,15614,16293,7760,2000,0,2000,1300,0,2000,1000,0,0
"652",190000,2,1,2,28,0,0,0,0,0,0,46923,48666,49347,50386,43883,34412,2500,2000,3000,2000,2000,2000,1
"655",160000,2,1,1,33,0,0,0,0,0,0,14150,8106,12431,12145,13391,7957,8106,12431,12145,13391,7957,1905,0
"662",30000,2,2,1,35,0,0,0,0,0,0,25078,25538,25880,25873,26157,26918,1500,1387,893,1000,1501,2000,0
"664",20000,2,1,1,30,1,1,1,0,0,0,5766,7511,7678,7318,7458,7598,2000,500,0,500,500,0,1
"666",20000,1,2,1,34,0,0,0,0,0,0,12857,14183,14890,15642,16387,17113,1541,1248,1000,1000,1000,1000,1
"678",310000,2,2,2,28,0,0,0,0,0,0,106468,108955,112374,54762,58189,57170,8000,6000,5000,5000,4000,5000,0
"687",2e+05,2,2,1,29,1,0,0,0,0,0,159398,156955,132144,119136,122211,125021,6163,4530,4500,5000,5000,5000,1
"690",150000,2,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693",280000,1,1,1,41,0,0,0,0,0,0,28026,41302,51500,35752,3955,13969,41346,52110,35752,3955,13939,4437,0
"705",50000,1,1,3,49,0,0,0,0,0,0,17681,18249,18054,18569,19152,18088,1611,2000,780,1000,1000,2000,0
"707",360000,2,1,1,30,1,1,0,0,0,0,18886,14249,3821,2404,319,0,0,3828,2000,319,0,0,0
"719",80000,2,2,2,34,0,0,0,1,1,1,25935,27210,28783,30003,29385,31401,2000,2338,2000,0,2500,0,0
"724",60000,1,1,2,29,0,1,0,0,1,1,546,255,464,1173,732,1023,0,500,1000,0,582,0,1
"726",2e+05,1,2,1,38,0,0,0,0,0,0,152856,156104,158279,161934,165447,168802,6000,5000,5000,5000,4917,10000,0
"727",120000,1,1,2,34,1,1,0,0,0,0,1278,639,621,0,0,0,0,621,0,0,0,0,0
"728",160000,2,1,1,37,0,0,0,0,0,0,316,316,0,316,632,0,316,0,316,632,0,316,0
"730",70000,2,3,1,50,0,0,0,0,0,0,27345,0,17571,17920,18296,18659,1041,18862,640,663,666,690,0
"736",110000,2,1,2,30,0,0,0,0,0,0,1064,2001,3796,0,0,0,2007,3796,0,0,0,0,0
"747",50000,1,2,2,26,0,0,0,0,0,0,48036,46787,42011,19147,2845,20041,2100,1227,383,2000,20000,649,1
"750",230000,1,2,2,58,0,0,0,0,0,0,110163,112499,114837,116400,45643,51083,5600,5700,5000,1855,6400,0,0
"755",50000,2,2,2,52,1,1,0,0,0,1,43343,43360,23417,21969,21179,18711,1300,1400,920,1700,0,900,1
"757",260000,2,2,1,35,0,0,0,0,0,0,7967,67650,6000,0,88348,85962,67650,6000,0,88348,5000,25000,0
"758",90000,2,3,2,29,0,1,0,0,0,0,19450,3123,2121,3113,0,0,0,3509,3113,0,0,0,0
"763",220000,1,2,1,40,0,0,0,0,0,0,158,0,0,0,0,612,0,0,0,0,612,1863,0
"769",50000,2,1,2,33,0,1,0,0,0,0,7363,5180,31902,11044,0,0,39,32013,11079,0,0,0,0
"776",50000,1,2,1,27,0,0,1,0,0,0,819,3003,1677,1177,1313,1085,2184,5,1180,1316,1088,0,0
"784",60000,2,2,2,29,0,0,0,0,0,0,55064,57833,9479,0,0,0,5000,1033,0,0,0,0,0
"785",30000,2,2,2,51,1,1,1,0,0,0,25382,26480,25761,25964,26507,27249,1800,0,928,960,1181,967,0
"790",1e+05,2,2,1,30,0,0,0,0,0,0,97062,74352,75004,76705,78168,80347,2800,2700,5400,3500,3500,3200,0
"794",210000,2,2,1,35,0,0,0,0,0,0,37148,35754,34232,32331,30337,28012,2000,2000,2444,1342,1038,2000,0
"796",20000,1,2,2,25,2,2,1,0,0,0,20610,20005,19331,19333,17363,16314,0,0,500,715,326,0,1
"800",3e+05,2,1,1,36,0,0,0,0,0,0,25239,25001,20800,0,0,65755,1713,1000,0,0,65755,3000,0
"807",3e+05,2,3,1,29,0,0,0,0,0,0,24921,21333,16212,11304,11396,6138,2000,3000,0,5000,6202,0,0
"810",70000,1,3,1,51,1,1,0,0,0,0,54968,51384,49734,50361,49185,47245,0,2100,1950,1900,2219,2100,1
"821",2e+05,2,2,1,58,0,0,0,0,0,0,3035,199602,720,0,0,1500,199646,720,0,0,1500,185652,0
"830",110000,2,2,1,55,0,0,0,0,0,0,15069,16123,16850,17568,18133,18828,1600,1300,1000,1000,1000,1000,0
"835",30000,2,2,1,32,0,0,0,0,0,0,0,0,0,0,7463,6804,0,0,0,7463,6804,4985,0
"838",490000,2,1,1,38,0,0,0,0,0,0,4290,4738,2803,6027,10722,8452,4738,2803,6027,10722,6000,1139,0
"844",30000,1,2,2,32,1,1,1,0,0,0,29095,30819,29214,29478,23384,22428,2500,0,910,1000,1000,1000,0
"846",140000,2,2,2,23,0,0,0,0,0,0,44733,44144,44739,43455,43980,44614,2100,2027,1800,1600,1750,1700,0
"862",290000,2,2,2,34,0,0,0,0,0,0,310403,315048,314085,317631,315820,305498,12012,12012,11016,11088,12031,12031,0
"876",50000,1,3,2,57,0,0,0,0,0,0,47917,48455,48120,28450,29046,29647,1988,1989,1018,1054,1084,1048,0
"879",310000,1,1,2,30,0,0,0,0,0,0,1544,1648,1284,1088,892,0,1300,1000,1000,1000,304,39544,0
"886",320000,1,1,2,27,0,0,0,0,0,0,137574,199563,122093,105425,100206,96073,6048,6371,3043,3031,3066,3031,0
"890",170000,2,1,2,28,1,1,1,1,1,1,131864,133897,129761,138604,136283,145012,5600,0,11000,0,11000,5656,1
"897",80000,2,2,2,40,1,0,0,0,1,1,57364,58637,59863,62860,63976,63293,2200,2200,4000,1777,0,2000,0
"902",360000,2,1,2,27,0,0,0,0,0,0,79837,27456,68117,39105,54456,46153,27465,50154,39105,54456,46153,40000,0
"911",240000,1,1,2,46,0,0,0,0,0,0,471814,478380,395612,386295,356206,352257,16044,15087,12000,15000,12000,12000,0
"912",90000,2,1,2,23,0,0,0,0,0,0,22109,25011,29230,32747,38217,43744,6000,5000,4000,6000,8000,4000,0
"916",20000,2,1,2,24,0,0,1,0,0,0,1371,796,398,796,398,716,796,0,796,0,716,12111,0
"917",30000,2,2,2,24,0,0,0,0,0,0,27391,28412,28575,28925,24159,0,1767,1700,1010,1141,0,0,0
"918",180000,1,1,2,27,0,0,1,1,0,0,11392,14688,14040,13440,13440,13080,3500,0,0,0,0,0,1
"921",180000,2,1,2,36,0,0,0,0,0,0,10737,21197,11936,40420,9210,17795,21197,11936,40420,9210,17795,6915,0
"926",30000,1,2,2,32,1,0,0,1,1,1,7851,9065,11595,11112,12923,12566,1500,3000,0,2000,0,1000,1
"935",330000,2,1,1,37,0,0,0,0,0,0,4785,3403,0,5882,5882,1013,3523,0,5882,0,1013,0,0
"936",80000,2,2,2,24,1,1,2,2,2,2,1200,1200,1200,1200,600,300,0,0,0,0,0,0,1
"939",240000,2,2,1,37,0,0,0,0,0,0,219099,217058,187841,186140,191678,191816,8131,8123,6700,10000,7700,6000,0
"940",50000,1,2,1,59,0,0,0,0,0,0,47069,48479,49520,18990,19539,19791,2169,2210,680,855,726,687,0
"945",5e+05,2,3,2,42,0,0,0,0,0,0,10889,26146,104279,103945,101945,90193,29987,104279,2085,1130,45551,0,0
"953",380000,1,1,2,43,1,1,1,0,0,0,8201,7882,0,0,0,0,39,0,0,0,0,0,1
"954",30000,1,2,2,47,0,0,0,0,0,0,396,396,396,792,396,772,396,396,792,0,772,0,0
"955",2e+05,1,2,2,31,0,0,0,0,0,0,33781,35879,26043,27497,29082,31647,3000,2000,2000,2000,3000,4000,0
"959",30000,1,1,2,28,1,0,0,0,0,0,0,0,1310,816,0,0,0,1310,816,0,0,0,0
"961",20000,2,2,1,27,0,0,0,0,0,0,42784,41009,44267,47149,48497,14774,3000,5000,10000,3011,2011,2011,0
"965",180000,2,3,1,39,1,1,1,1,1,0,10159,12689,12183,13979,13621,14809,2710,0,2000,0,2000,2000,1
"970",180000,1,1,2,28,0,0,0,0,0,0,666,662,0,55566,1056,390,662,0,61411,1056,0,1998,0
"971",180000,1,2,2,26,0,0,0,0,0,0,5591,6619,10574,7733,6794,5487,1126,4081,240,504,169,62,1
"974",30000,1,2,2,29,2,2,2,2,2,2,34423,33952,33165,32391,31332,30558,0,0,0,0,0,0,0
"976",60000,1,3,1,49,0,0,0,0,0,0,44801,41545,40649,40843,40612,40656,3000,4506,2500,1800,4200,2500,0
"977",50000,2,1,2,23,0,0,0,0,0,0,49860,50187,50022,20114,18777,18273,2500,1289,917,1315,5042,2512,0
"981",360000,2,2,2,25,1,1,1,1,1,1,286732,290690,284059,294308,297916,279503,10792,0,15000,5800,0,126685,0
"984",260000,2,1,1,44,0,1,1,0,0,0,1215,856,291,803,98,431,0,291,803,98,431,1104,1
"985",80000,2,2,2,27,0,0,0,0,0,0,57376,58649,59873,61077,62394,63655,2200,2200,2200,2300,2300,2600,0
"992",120000,1,2,2,25,1,1,0,0,0,0,113348,110119,111700,83858,86434,88802,0,5000,3158,3934,3802,2000,0
"999",2e+05,2,2,2,36,0,0,0,0,0,0,1371,4068,0,0,0,980,4077,0,0,0,980,0,0
"1000",170000,2,2,1,37,0,0,0,0,0,0,166246,169163,136604,136607,133199,135242,6700,6800,4700,4700,5500,5000,0
"1001",30000,1,2,2,34,0,0,2,2,1,0,19785,24633,23961,23289,22779,51224,5500,0,0,0,3400,512,0
"1006",80000,1,2,2,36,0,0,0,0,0,0,79148,52174,44275,42029,33838,29757,2000,2000,1500,1500,2000,1500,0
"1015",2e+05,2,1,1,35,0,0,0,0,0,0,9918,10971,11817,17865,18239,14527,1219,1165,7865,592,807,679,0
"1020",2e+05,1,1,2,33,1,0,0,0,0,0,0,3465,3191,1873,90687,4577,3470,3191,0,90729,0,6266,0
"1024",140000,2,1,2,31,0,1,0,0,0,0,652,326,326,326,476,326,0,326,326,476,326,326,1
"1026",60000,2,2,3,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,0
"1029",180000,1,3,1,54,0,0,0,0,0,0,149698,137260,124500,111430,98182,84598,4834,4371,3849,3405,2887,2402,1
"1033",230000,2,2,2,52,1,0,1,0,0,0,1292,3943,1990,1499,593,2553,3951,1,9,594,2560,3759,1
"1034",110000,2,2,1,42,0,0,0,0,0,0,55349,52914,49483,49292,49460,49470,2096,2003,1802,1783,1783,1756,0
"1041",1e+05,1,2,1,49,0,0,0,1,0,0,34704,30906,28325,22160,18842,17023,2011,2028,10,558,1044,12,0
"1047",20000,1,2,2,23,0,0,0,0,0,0,18852,16648,19395,20271,20445,17532,1500,4000,2000,2000,2900,2735,0
"1050",80000,2,3,1,67,0,0,0,0,0,0,20255,18885,21529,29236,10662,2408,6000,5002,10662,2,2408,11662,0
"1052",60000,2,3,1,34,0,0,0,1,0,0,9928,11261,12853,12352,12703,13338,1500,2090,0,700,1000,1400,1
"1055",3e+05,1,1,1,42,0,0,0,0,0,0,120151,89618,47857,48128,50332,23688,4229,5024,6012,5191,12139,110247,0
"1067",5e+05,1,1,2,27,0,0,0,0,0,0,204198,201648,197549,192093,187726,183860,7434,6342,5276,5271,5778,5029,0
"1072",10000,1,2,1,32,1,1,1,1,1,1,8425,8148,9481,9180,10052,10091,0,1632,0,1022,350,0,0
"1074",50000,2,1,2,25,1,1,1,1,1,1,47054,48008,48913,49847,50840,49502,2000,2000,2000,1900,1900,1600,1
"1075",80000,2,2,2,23,0,0,0,0,0,0,57314,58489,50452,51573,49061,33931,2145,2000,2012,2049,2008,1217,0
