"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
"430",13.2707833825226,2,1,1,36,0,0,0,0,0,0,11.9814342274592,11.9965237664817,12.0205138545432,12.0398173326729,12.0362091636582,12.0315109033477,8.76764057725779,8.78966009806154,8.69148257651293,8.70068073485016,8.68185981297147,8.69064216970659,0
"437",10.8197782844103,1,2,2,23,0,0,0,0,0,0,5.86078622346587,5.86078622346587,5.99396142730657,7.43602781635185,9.44509623861856,9.44026090756942,5.86078622346587,5.99396142730657,7.43602781635185,9.33264649636015,6.18620862390049,7.78364059622125,0
"457",12.1007121298723,2,2,1,38,0,0,0,0,0,0,11.9349920035758,11.9293437012922,11.9767852594555,11.7201266087437,11.7446401787001,11.7457816951382,8.64082575186151,9.24696155543183,8.5173931714189,8.5173931714189,8.5173931714189,8.5173931714189,0
"484",12.6760762747759,1,2,1,39,0,0,0,0,0,0,11.4485895899652,11.4243565119522,11.4249681862111,11.4207443844245,11.4386113177177,11.4650368942433,8.10711747075039,8.16251625014018,8.34735341212434,8.5173931714189,8.71292443512011,6.84481547920826,0
"487",11.4075649493124,2,2,2,32,0,0,0,0,0,0,6.35262939631957,0,0,0,0,0,5.06259503302697,0,0,0,0,0,0
"491",11.289781913656,2,1,1,28,0,0,0,0,0,0,9.05660627203414,9.15218145780265,9.21423278669153,9.21443198987944,9.24965723435313,9.25827302573149,7.09340462586877,6.95463886488099,5.51745289646471,6.0137151560428,5.68697535633982,5.62401750618734,1
"505",11.7752897294377,1,2,1,31,0,0,0,0,0,1,7.14045304310116,7.14045304310116,7.14045304310116,7.25276241805319,6.83625927727707,5.96870755998537,7.14045304310116,7.14045304310116,7.25276241805319,6.83625927727707,0,6.66057514983969,0
"512",10.8197782844103,1,2,1,47,0,0,0,0,0,0,9.5409382454048,9.72292444875704,9.96744778149501,9.83172298630682,9.85240476230681,9.87508807801443,8.00670084544037,8.5173931714189,7.60140233458373,6.4281052726846,6.52209279817015,6.21660610108486,0
"515",10.3089526606443,2,1,1,31,0,0,0,0,0,0,9.71093382517592,9.77126958270842,9.82725424653654,9.83868232917001,9.86744578118886,9.89439635252435,7.37650812632622,7.38212436573751,6.7093043402583,6.90875477931522,6.90875477931522,7.39264752072162,0
"522",13.3374747570213,2,2,1,45,1,1,0,0,0,0,11.9881529262162,11.9629814564063,11.9856815527242,12.0062915542529,12.0267067165619,12.0488046118003,0,8.73246584834988,8.69968140098951,8.69968140098951,8.77971129020447,8.69968140098951,1
"548",12.3883942023241,2,1,1,42,1,0,0,0,0,0,0,8.75951172211649,0,0,0,0,8.75951172211649,0,0,0,0,0,0
"564",12.5061772379805,2,1,1,40,0,0,0,0,0,0,9.83905569237674,8.64944877053671,0,0,0,0,6.90875477931522,0,0,0,0,0,0
"569",11.289781913656,2,3,1,49,0,0,0,0,0,0,8.12207437536222,8.44290058683438,7.7367436824535,7.28619171470238,8.81951754060489,8.93616664954919,8.44290058683438,7.7367436824535,7.28619171470238,8.81951754060489,8.93616664954919,8.98607118737446,0
"600",10.8197782844103,1,1,2,34,1,1,1,1,1,1,10.0321885475519,10.0033328875058,10.0908795661432,10.0621139158185,10.1307028032204,10.1084671332227,0,7.90137735379262,0,7.69666708152646,0,6.93828448401696,0
"606",12.7938593104323,2,1,2,29,0,0,0,0,0,0,8.0959035329611,0,0,0,0,7.88269220628903,0,0,0,0,7.88269220628903,0,1
"618",12.7938593104323,2,2,1,37,1,0,0,0,0,0,0,0,0,0,5.11799381241676,6.29526600143965,0,0,0,5.11799381241676,6.29894924685594,8.35913488675796,0
"621",11.1562505210315,1,1,1,46,0,0,0,0,0,0,11.0027829411717,10.9200760057256,10.854508159598,10.8543342885519,10.8200582452176,10.818717722213,7.86365126544865,7.49609734517596,7.60140233458373,8.05229649953865,7.60140233458373,7.49609734517596,0
"637",12.2548628096996,2,2,2,32,0,0,0,0,0,0,10.7419464642561,10.8294711563812,10.8971096273466,10.9697832397277,11.0289202696887,11.0909803036981,8.5173931714189,8.5173931714189,8.5173931714189,8.41205487329293,8.5173931714189,8.5173931714189,0
"641",11.0020998412042,1,3,1,31,1,0,0,0,0,0,10.4736192821995,10.4722329668879,0,0,0,0,6.93537044601511,0,0,0,0,0,1
"653",11.289781913656,2,1,2,23,0,0,0,0,0,0,10.8829784102964,10.5477595653139,9.89065557372075,9.58582725656466,0,7.2868764117507,8.41205487329293,7.60688453121963,8.04109100370863,0,7.2868764117507,0,0
"660",11.7752897294377,2,3,1,43,0,0,0,0,0,0,11.7758126696038,11.770555463542,11.4801543086397,11.4934571817748,11.4901070948895,11.5141746843707,8.61993026886735,8.39026849784257,8.24669594371856,8.17835816560584,8.2995345703326,8.21121136179302,0
"663",11.5129254649702,2,3,1,35,1,1,1,1,1,1,11.4824971848423,11.5395576587709,11.4927023492812,11.5462151628349,11.4852150534016,11.5277451095685,9.01201137703641,0,8.98732181285012,0,9.05963375455148,0,0
"667",11.5129254649702,2,1,2,28,1,0,0,0,0,0,11.4741222646463,11.318648728957,11.314084206179,11.3166429053196,11.275188445103,11.2805140998351,8.18896686364888,8.24301946898925,8.00670084544037,8.00670084544037,8.01433573729942,8.00670084544037,1
"671",12.1547793511426,1,2,2,40,1,1,1,1,1,1,11.8887145639684,11.9625095266513,11.979090486178,11.9945550007059,12.018091101184,12.0431359817348,9.61587214452889,8.79497643168877,8.77971129020447,8.77971129020447,8.8538082749772,8.8538082749772,1
"677",12.3458345879053,2,1,1,35,0,0,0,0,0,0,8.35702443926342,8.60024674655152,8.72955886955857,0,0,0,7.13169851046691,6.90875477931522,0,0,0,0,0
"679",12.6760762747759,1,1,1,40,0,0,0,0,0,0,12.4182644447363,12.3932490650503,12.3808533413656,12.3526849833191,12.344459730178,12.3709004076215,9.21044036697652,9.21044036697652,9.21044036697652,9.85224688834253,9.47278155656217,8.98732181285012,0
"681",9.90348755253613,2,3,1,41,0,0,0,0,0,0,6.66057514983969,0,6.59714570188665,6.46614472423762,7.13329595489607,6.46769872610435,0,6.59714570188665,5.70711026474888,6.90875477931522,6.21660610108486,6.90875477931522,1
"682",12.0435537160324,2,2,2,27,0,0,0,0,0,0,11.9994911825149,12.0209652117821,11.9951911075068,12.0269579412837,11.991194838633,12.0544587453549,8.92279162396964,8.69968140098951,9.21044036697652,8.8538082749772,9.68040649926887,8.73246584834988,0
"684",11.289781913656,1,2,2,32,0,0,0,0,0,0,10.8468680216004,10.8565537025729,10.7704619818543,10.6892822803293,10.6515252995352,10.657917961513,7.5251007461258,7.43897159239586,7.32843735289516,7.34536484041687,7.30586003268401,7.31388683163346,0
"685",11.9183905730784,1,2,2,35,0,0,0,0,0,0,11.0023664723217,11.1875830613358,10.8467122856504,10.903034285461,0,7.66387725870347,9.90353755128617,10.3089859934221,10.903034285461,0,7.66387725870347,0,0
"695",12.8992198260901,2,2,2,40,0,0,0,0,0,0,0,9.01627006814768,0,0,7.32974968904151,0,9.01627006814768,0,0,7.32974968904151,0,5.95583736946483,0
"700",10.8197782844103,1,1,2,26,0,0,0,0,0,0,9.64529955531205,9.70460969342646,9.8035014576602,9.82151798966888,9.83199155083106,9.85539964172907,7.31388683163346,7.60140233458373,7.31388683163346,7.09090982207998,6.80350525760834,6.90875477931522,1
"714",11.289781913656,2,2,2,48,0,0,0,0,0,0,10.7182991154604,10.6427069211985,10.6650641125179,10.0774408596596,9.36939330183078,10.2123316220399,8.00670084544037,8.13563990335439,7.60140233458373,8.5173931714189,9.75481351515439,7.60140233458373,0
"715",10.3089526606443,2,2,2,22,0,0,1,0,0,0,10.0813408079905,10.2562548716438,10.1464337311465,10.1573154859813,10.2649659414392,10.3261702502614,8.57565076098781,0,6.90875477931522,8.11761074646623,7.74109909003537,0,0
"718",12.6760762747759,1,1,1,47,0,0,0,0,0,0,9.12619760386375,9.54115377038857,8.29978317194979,5.75890177387728,9.03848386502999,5.75890177387728,9.54273286919502,8.29978317194979,5.75890177387728,9.03848386502999,5.75890177387728,6.24804287450843,0
"737",11.8493977015914,2,1,1,51,0,0,0,0,0,0,10.9466752175986,10.9673531048744,10.962475046421,10.9155429063947,10.9310333927704,10.9285429992017,7.65728279297819,7.60339933974067,7.57147364885127,7.63723438878947,7.55485852104068,7.66528471847135,0
"748",13.1223633774043,2,2,2,43,0,0,0,0,0,0,10.6769927756617,10.6914220489581,10.5721627211716,10.2782528743947,10.031264922478,9.35798421388875,8.29579811063615,7.77653502818524,7.02731451403978,6.6631326959908,6.3919171133926,7.36073990305828,0
"764",12.2060726455302,2,1,1,35,0,0,0,0,0,0,7.72223474470961,8.35749381265856,7.14361760270412,7.81359155295243,0,0,8.358666283188,7.41938058291869,7.81359155295243,0,0,0,0
"765",12.7938593104323,2,2,2,53,0,0,0,0,0,0,9.28117155273677,9.62951112714046,9.61587214452889,9.18450961194166,9.3160508263983,9.00257792270028,9.62951112714046,9.61800306362783,9.18707174503683,9.3160508263983,9.00257792270028,9.07532216029809,0
"772",9.90348755253613,1,2,2,26,0,0,0,0,0,0,7.27170370688737,7.14045304310116,6.11368217983223,0,0,7.18614430452233,7.14045304310116,6.11368217983223,0,6.66057514983969,7.66434663209862,0,0
"775",12.3458345879053,1,1,2,29,0,0,1,1,1,0,10.614793853712,10.7046816371792,10.6644101971766,10.6924220717693,10.6281091750558,10.4537165650769,8.5173931714189,0,8.00670084544037,0,8.00670084544037,8.00670084544037,0
"792",10.8197782844103,2,1,2,22,0,0,0,0,0,0,9.53256878818055,9.16429643347478,8.59155827337154,8.9595686535445,0,0,7.22475340576797,7.15148546390474,8.97474461272273,0,0,0,0
"798",12.3458345879053,2,1,2,28,0,0,0,0,0,0,8.80492526261806,8.80492526261806,0,0,0,0,8.80492526261806,0,0,0,0,0,0
"802",9.90348755253613,2,3,2,36,0,0,1,1,1,1,9.72645200017141,9.84554059258128,9.89661398359295,9.86505852591635,9.9297886269555,9.90118490347345,7.78364059622125,7.37838371299671,0,7.37838371299671,5.34710753071747,0,1
"819",10.8197782844103,2,2,1,24,1,1,0,0,0,1,10.2068461043729,10.1800960385193,10.2033328521137,10.2289710622147,10.2832245120716,10.2614416779732,0,7.24494154633701,7.00397413672268,7.650168700845,0,6.90875477931522,0
"826",12.3458345879053,2,3,2,30,0,0,0,0,0,0,6.31173480915291,0,9.47378098005493,9.56563436283798,9.52222713312478,0,0,9.47378098005493,7.13329595489607,8.20521842639541,0,0,0
"832",13.1223633774043,1,1,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"852",9.90348755253613,2,2,2,27,0,0,0,0,0,0,9.9143780353673,9.8624051074349,9.90912165115322,9.88903359556598,9.88903359556598,8.75179089277556,7.30182234213793,7.24494154633701,0,0,0,0,0
"868",10.3089526606443,2,2,1,25,0,0,0,0,0,1,10.3289840199492,10.2948537362648,10.3186389302337,10.3293106892322,10.324071131776,10.3029010532159,7.49609734517596,7.32184971378836,7.13886699994552,7.82444593087762,0,6.90875477931522,0
"882",12.8739020181058,1,2,2,28,0,0,0,0,0,0,11.9146904025496,11.8479323427631,11.799794707165,11.5724011917653,10.8415006364826,10.5598670089039,8.99305463014613,8.54694614956558,8.57508466983201,8.53405030848266,8.53030683056162,8.52575642207673,0
"885",11.289781913656,2,2,1,32,0,0,0,0,0,0,10.2544612753551,10.1540906167465,9.35478697634121,7.76259604854007,0,0,7.13886699994552,6.94312242281943,7.37838371299671,0,0,0,0
"887",12.3883942023241,2,2,1,37,0,0,0,0,0,0,5.47646355193151,0,0,0,0,0,0,0,0,0,0,0,1
"906",10.3089526606443,1,3,1,45,0,0,1,0,0,0,9.75196674489489,10.0877239415349,10.0510882566017,9.99884318585288,9.99884318585288,0,8.97474461272273,0,0,0,0,0,0
"909",12.7656884334656,1,1,1,48,0,0,0,0,0,0,10.9145428608547,10.778518694159,10.7920370294286,10.7862628650725,10.7777055079884,10.4290441409021,7.64396194900253,7.59588991771854,7.37274636640433,7.29097477814298,7.60140233458373,7.31388683163346,0
"949",12.2548628096996,2,2,2,30,0,0,0,0,0,0,9.98879330911523,9.95108653133541,9.83376227004456,9.5078490052457,11.6057142870037,11.5671674078179,7.18992217074581,6.98007594056176,6.90875477931522,11.5028852300758,8.22844388300403,8.29429960885724,0
"952",12.4292161968444,1,1,2,41,0,0,0,0,0,0,7.19967834569117,0,9.02701831484864,8.67812085552252,10.0441621218189,7.7698009960039,0,9.029897050194,0,10.0441621218189,7.7698009960039,8.04494704961772,1
