"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
"86",11.982929094216,2,2,2,32,0,0,0,0,0,0,8.2498364854257,8.46632086104248,8.79558221695643,9.06009870864564,8.86403999703599,6.64248680136726,7.04577657687951,7.60140233458373,7.60140233458373,0,6.64248680136726,7.74240202181578,0
"92",11.982929094216,2,2,1,37,0,0,0,0,0,0,6.78105762593618,7.37963215260955,6.73459165997295,6.73459165997295,0,0,7.37963215260955,6.73459165997295,6.73459165997295,0,0,8.95376929454945,0
"96",11.9183905730784,1,1,2,27,0,0,0,0,0,0,11.3622188475455,11.3633692145697,11.3964702973068,11.4050729579908,11.3819735996455,10.6161677161984,8.3020178097512,9.21104012709046,8.09162741160107,8.30424746507847,7.43779512167193,6.68586094706836,0
"97",10.8197782844103,2,3,1,22,0,0,0,0,0,0,9.83750799360215,9.8070317167185,9.74085096905857,9.48425308034196,9.09009179938001,8.97461803845511,7.25276241805319,7.08590146436561,5.94017125272043,5.64190707093811,5.77455154554441,5.28826703069454,0
"100",12.8479265317026,2,1,2,30,0,0,0,0,0,0,0,0,10.3882566339823,10.4009847460908,10.4212391363729,10.4357908704783,5.41164605185504,10.4096724246525,7.06646697013696,7.08840877867539,7.13169851046691,8.5173931714189,0
"105",11.289781913656,2,2,1,36,0,0,0,0,0,0,8.71751837264977,7.9592759601164,8.09498875930377,8.10772006191053,7.04838640872188,7.04838640872188,7.9592759601164,8.09559870137819,8.10772006191053,7.04838640872188,7.04838640872188,6.94312242281943,0
"110",10.8197782844103,1,3,1,47,0,0,1,0,0,0,9.49137540170617,9.59716617586541,9.62786579457671,9.67589662629464,9.72148594455309,9.76388059814971,7.60140233458373,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,0
"115",12.3883942023241,1,1,2,28,0,0,0,0,0,0,5.78996017089725,5.78996017089725,5.78996017089725,8.64417820317073,6.16751649088834,5.78996017089725,5.78996017089725,5.78996017089725,8.64417820317073,6.16751649088834,5.78996017089725,6.26720054854136,0
"116",11.289781913656,1,2,2,26,1,0,0,0,0,0,9.54895317309651,9.64820813119185,9.71902370267014,9.74425732696557,9.77735727539192,9.80846233212702,7.60140233458373,7.43897159239586,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,1
"118",12.3883942023241,2,2,2,38,0,0,0,0,0,0,10.8248653234588,10.848287992856,10.8783490337681,10.868187423618,7.17625453201714,7.09340462586877,7.60140233458373,8.00670084544037,8.00670084544037,7.17625453201714,7.09340462586877,6.33505425149806,0
"121",11.6082356447746,2,1,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",12.2060726455302,1,3,2,52,0,0,0,0,0,0,11.6096165091242,11.5082244324116,11.5023901630548,11.5220338573342,11.543910434218,11.5616584846498,8.18004072349016,8.18479265416508,8.18952211074809,8.25556865328375,8.20794694104862,8.23880116587155,0
"135",11.9183905730784,1,1,2,27,0,0,0,0,0,0,9.76680835362087,9.8700858759021,9.99884318585288,10.1111112921923,10.2110090163142,10.3165900877735,7.82444593087762,8.00670084544037,8.00670084544037,8.00670084544037,8.16080392095467,8.5173931714189,0
"136",12.2548628096996,2,2,1,33,0,0,0,0,0,0,8.87724243599392,8.98694678940676,9.081711229379,9.12587121534973,8.39049553837028,8.64979915596426,7.31388683163346,7.31388683163346,6.90875477931522,6.21660610108486,7.60140233458373,6.30444880242198,0
"145",12.0435537160324,2,2,2,27,0,0,0,0,0,0,9.86630476140841,9.91906558249945,9.9452531017686,9.77343581317585,9.79361688140042,9.11613957657736,7.41577697541539,7.09090982207998,5.8636311755981,5.88332238848828,5.20948615284142,0,1
"152",12.5425448821514,2,2,1,56,0,0,0,0,0,0,12.2490171858555,12.1136886801812,11.7925098393844,11.5306081998225,12.084729530304,12.0394984457039,8.99255742690407,8.81001204797317,8.54441917766983,11.5129354649202,8.8538082749772,8.75179089277556,0
"160",10.8197782844103,1,2,2,27,1,0,0,0,0,1,5.96870755998537,5.96870755998537,6.66057514983969,5.37989735354046,6.98564181763921,6.29341927884648,5.96870755998537,6.66057514983969,5.37989735354046,6.76272950693188,0,5.96870755998537,0
"162",12.4292161968444,2,1,1,34,0,0,1,0,0,0,11.8581025612691,11.9631025916348,11.9305957855168,11.9369113333824,11.9575984656367,11.9843093911677,9.79784922051313,0,8.60703389541603,8.64064899534316,8.82644104178258,8.27410200229233,0
"172",10.8197782844103,2,1,2,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"177",9.90348755253613,2,2,2,22,0,0,0,0,0,0,9.68046899341007,9.44327582575286,9.48963738789352,9.482731125859,9.54930948879598,9.60958618027043,7.10085190894405,7.09174211509515,6.21660610108486,7.31388683163346,7.31388683163346,6.90875477931522,0
"180",11.289781913656,2,3,2,35,0,0,0,0,0,0,10.8119275478656,9.42649958951595,9.60737000126325,9.76221196517817,9.78532319418549,9.76772510152213,9.43356392009056,8.77971129020447,8.00670084544037,7.60140233458373,8.00670084544037,7.60140233458373,0
"192",12.1007121298723,2,1,2,24,0,0,1,0,0,0,9.59362803513964,10.00278975361,9.9656639109628,9.23024103368252,0,0,10.5418617072488,0,5.30330490805908,0,0,0,0
"199",12.1007121298723,2,1,1,38,0,0,0,0,0,0,6.62140565176413,0,0,0,0,0,0,0,0,0,0,0,0
"206",12.2548628096996,2,2,1,41,0,0,0,0,0,0,8.03560269291858,7.36960072052641,5.8406416573734,8.23323750070527,6.77764659363512,0,7.36960072052641,5.8406416573734,8.23323750070527,6.77764659363512,0,6.04025471127741,1
"212",10.3089526606443,1,2,2,39,0,0,0,1,0,0,10.2523117599301,10.2438450887392,9.81950793874085,9.47216602988274,8.95376929454945,8.99131333617381,8.01862546504575,7.74500280351584,0,6.90875477931522,7.60140233458373,5.00394630594546,0
"221",12.6760762747759,2,2,2,33,0,0,0,0,0,0,11.4257758966144,11.4514542348821,11.5954082701061,11.0961061410234,10.6875260732841,10.4122310100978,9.21463115339334,9.84336592919475,7.65822752616135,7.63867982387611,8.526351129201,8.23084356419823,0
"223",12.0435537160324,2,1,2,28,0,0,0,0,0,0,11.7781395111037,11.7844781554921,11.7667999468491,11.7401805523242,11.7541525196747,11.7663266034451,8.78431534990266,8.48899945704546,10.0213150316493,8.48073665440562,8.49249057877587,8.50976567558744,0
"232",11.0020998412042,2,2,1,33,0,0,0,0,0,0,10.9717093598802,10.5014445460923,9.94917767845324,9.93764740418283,9.9122490582047,9.8741617231543,7.3178761986265,7.1693500166706,6.90875477931522,6.58202513889283,6.69950034016168,6.39692965521615,0
"254",11.8493977015914,2,2,1,48,0,0,0,0,0,0,7.05185562295589,7.11801620446533,6.76041469108343,7.21229446850034,7.03085747611612,9.96936892164964,7.11801620446533,6.98100574072173,7.21229446850034,7.03085747611612,9.96936892164964,7.20637729147225,0
"255",11.982929094216,2,2,1,33,0,0,0,0,0,0,8.98919482332465,7.80547462527086,9.17211915915598,10.8699579589534,8.90027634863127,7.70120018085745,7.80547462527086,9.19836900019496,10.8699579589534,7.34407285057307,7.70120018085745,0,0
"262",11.289781913656,2,1,2,37,0,0,0,0,0,0,9.22187360778986,5.52146091786225,8.69734573092535,5.24174701505964,7.40549566319947,9.73346999019834,5.55682806169954,8.69884785922249,5.24174701505964,7.40549566319947,9.73346999019834,8.29429960885724,0
"269",11.6952470217642,1,1,1,34,0,1,0,0,0,0,6.98749024700099,6.45047042214418,7.2086003379602,6.80350525760834,6.11146733950268,0,0,7.2086003379602,0,0,0,6.11146733950268,0
"270",12.4684369099977,2,1,2,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"286",11.5129254649702,2,2,2,25,1,0,0,0,0,0,11.1689833985079,11.1799530966586,11.1580489029729,11.1542055744098,11.1522281564445,10.8467317539705,8.15277405274407,7.646353722446,7.60140233458373,7.66293785046154,7.58120982619635,7.35244110024358,1
"289",10.8197782844103,2,2,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"290",10.3089526606443,1,2,1,43,2,1,1,1,1,1,7.43897159239586,7.86748856869913,7.55747290161475,7.68845535654994,7.60140233458373,7.85049318087114,7.00397413672268,0,5.70711026474888,0,6.39859493453521,0,0
"292",11.7752897294377,1,1,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31388683163346,0
"295",12.2548628096996,2,2,1,36,0,0,0,0,0,0,11.8721790812737,11.870578930001,11.8804533026267,11.9062572612551,11.9049270113839,11.7877502354195,8.77709288285557,8.5336569174469,8.69968140098951,8.68287710705717,8.42178300661158,8.45553053102413,0
"296",12.5425448821514,2,1,1,36,0,0,0,0,0,0,10.9850214996695,11.0151641305334,11.0544708879414,10.2989696625909,10.314702763736,10.3343604645788,7.92153563213355,8.15017926968233,7.1708884785125,7.00397413672268,7.00397413672268,7.60140233458373,0
"311",12.2060726455302,2,3,1,49,0,1,1,1,0,0,10.8674249378776,10.8403845103032,10.936778791749,10.91005764904,10.9794792471667,11.0018331389757,0,8.69968140098951,0,8.5173931714189,7.73499619402278,8.00670084544037,1
"317",12.1007121298723,1,2,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319",12.7367008965923,2,1,2,27,0,0,0,0,0,0,12.0563015280706,12.1014951565603,12.021440421199,11.955230248682,11.888934298914,11.5450440948517,9.95731263923104,8.60557030203365,8.5173931714189,8.6741969402259,7.91315518592807,10.8197982842103,0
"320",10.8197782844103,1,2,2,24,0,0,0,0,0,0,7.24422751560335,7.80057265467065,8.25997565976828,8.91958692099992,9.03419967425731,8.99788945020072,6.97634807044775,7.31388683163346,8.20712916807133,7.81520706218909,7.17548971362422,6.90875477931522,0
"321",12.3458345879053,2,2,1,28,0,0,0,0,0,0,10.1796788582724,9.84304728872471,7.00397413672268,7.650168700845,6.64378973314767,8.7281022050621,7.44483327389219,7.00397413672268,6.90875477931522,6.64378973314767,8.7281022050621,6.90875477931522,1
"334",12.4684369099977,2,1,2,30,0,0,0,0,0,0,11.9632555835839,11.9844716538589,11.9828603418526,11.9710778953574,11.9751678031659,11.9773447809221,9.21044036697652,8.98732181285012,8.69968140098951,8.8538082749772,8.8538082749772,8.69968140098951,0
"342",12.1007121298723,2,1,2,26,0,0,0,0,0,0,11.8872713540195,11.8366959461817,11.7795422132596,11.5702033161217,11.5921894079468,11.5760692639349,8.60171814648593,8.52753948347038,8.25218543600333,8.32044811395656,8.35490952835879,8.30127348519135,0
"349",12.2060726455302,1,1,1,36,1,0,0,0,0,0,0,0,8.14118979345769,0,0,7.23489842031483,9.22217012372976,10.7582432482925,0,8.29429960885724,11.5129354649202,9.21044036697652,0
"356",11.6082356447746,2,4,2,24,0,0,0,0,0,0,11.3356630889122,11.2571554108289,11.2777725895303,11.2976508720347,11.3185394240752,11.3440688476298,8.00670084544037,7.9728107841214,7.9728107841214,8.00670084544037,8.16080392095467,8.29429960885724,0
"360",10.8197782844103,1,2,2,32,2,2,1,0,0,0,10.7306191480905,10.7086679367718,10.6819634451988,10.6928535908366,10.7146177487551,10.1571991054168,0,0,7.14124512235049,7.21450441415114,7.15148546390474,7.37211802833779,0
"365",9.21034037197618,1,2,2,24,0,1,1,1,0,0,7.96831950001272,7.56216163122565,8.00302866638473,7.94236223767433,7.60539236481493,7.66528471847135,0,7.31388683163346,0,0,5.01727983681492,0,0
"373",10.3089526606443,1,3,1,58,0,0,0,0,0,0,9.85974462958821,9.91190205113715,9.9631705546973,9.97562215029533,9.98971111928475,10.0185112291049,7.40306109109009,7.43897159239586,6.82001636467413,6.68586094706836,6.90875477931522,7.58171964012531,0
"387",12.7656884334656,1,1,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",12.2548628096996,2,2,1,30,0,0,0,0,0,0,11.5588734988729,11.5724671476785,11.5938047456959,11.420195952378,11.3233859210698,11.2135216269342,8.29479935899257,8.5173931714189,8.16080392095467,8.00670084544037,7.90137735379262,8.5173931714189,0
"400",10.3089526606443,1,2,1,48,0,0,0,0,0,0,10.2356648648745,10.2705929100897,10.2330430665439,10.132334806767,10.1530003588704,10.1727510394639,7.48155570190952,7.44483327389219,6.95368421087054,6.98471632011827,6.99393297522319,7.71646080017636,0
"401",11.982929094216,2,1,2,29,1,1,1,1,1,1,11.9856316889147,12.0071154811348,11.9809083037937,12.0251141593333,12.0441358994719,11.9434148379831,8.92279162396964,0,9.35521963329427,8.66578559546606,0,8.64029538855022,1
"402",12.2060726455302,1,1,1,52,0,0,0,0,0,0,8.25816336153762,7.89766815072691,8.13476078241865,0,0,11.3163142962459,7.89766815072691,8.15708378502887,0,0,11.3609507493481,5.98393628068719,0
"407",11.0020998412042,2,1,2,23,1,1,1,1,1,1,10.2864684410913,10.2603924700289,10.3354647551844,10.3609756887114,10.384369299929,10.4032320062913,0,7.90470391387375,7.37838371299671,7.24494154633701,7.1708884785125,7.09090982207998,1
"415",10.8197782844103,1,2,1,48,0,0,0,0,0,0,10.6996199299164,10.6700942807824,10.4812238815847,9.83916234197957,9.85702467812579,9.88067941321012,8.1969879272589,8.11162807830774,7.60140233458373,7.60140233458373,7.60140233458373,7.82444593087762,0
"417",10.3089526606443,1,1,2,24,1,0,0,0,0,1,10.13721489739,10.1794132892893,10.2295847252607,10.2385301963477,10.3090526556446,10.2877971185715,7.31388683163346,7.49609734517596,6.91572344863131,7.82444593087762,0,7.49609734517596,0
"418",12.9945300058944,2,1,2,29,0,0,0,0,0,0,12.0415635015747,12.0269459796327,11.9736423556367,11.9638609471232,11.9701224379465,11.9312212402262,8.99615656203344,9.10742131796834,8.85566343070012,8.70184536354847,8.70433643848941,8.70134640303916,0
"420",12.2060726455302,1,2,1,38,1,1,1,0,0,0,11.561515609137,11.5704865754948,11.5392167989243,11.4834039620331,11.4931920352798,11.5641317555731,8.41205487329293,0,8.16080392095467,8.16080392095467,9.10509096125709,0,1
"429",11.6082356447746,2,1,2,29,0,0,0,0,0,0,10.7815362921534,10.8104953308114,10.8282026991702,10.8394044255455,10.859287417505,10.8819452456214,7.82444593087762,7.82444593087762,7.60140233458373,7.60140233458373,7.62948991639399,7.82444593087762,0
"435",10.8197782844103,2,1,1,25,0,0,0,0,0,0,10.8404628756031,10.8244075527939,10.7510282405812,10.7140399195987,9.97114620100994,9.94558872855476,7.82444593087762,8.00936307663004,6.90875477931522,6.63594655568665,6.68586094706836,6.55819780281227,0
"444",12.1007121298723,2,1,1,53,0,0,0,0,0,0,10.7390670199691,7.13966033596492,10.2876268739295,8.59433940059289,0,7.37775890822787,7.13966033596492,10.2876268739295,4.00733318523247,0,7.37775890822787,0,0
"445",12.2060726455302,1,4,1,42,0,0,0,0,0,0,10.5601004083681,10.5518204048062,10.3813973455405,10.3217043445695,10.3385438248217,0,8.5173931714189,7.3038432252777,7.57916796739608,7.31388683163346,0,7.6511201757027,0
"448",13.3046849341983,1,1,1,53,1,1,0,0,0,0,13.0544078248589,13.0365069695446,13.0598579880529,13.0106068955375,12.9967616049331,12.9824482232929,0,9.7981825908907,9.68040649926887,9.68040649926887,9.95232533461943,9.90353755128617,1
"452",10.5966347330961,1,2,2,39,0,0,0,0,0,0,10.5975093505067,10.5064364651779,9.76606287662446,9.6179365410933,9.2687036152731,8.57847641983314,7.61480536471107,7.09672137849476,5.71042701737487,5.36129216570943,8.57847641983314,8.51479030679993,0
"453",11.7752897294377,1,3,2,39,1,1,1,1,1,1,11.1709279923062,11.1466329919365,11.2141959266994,11.1897405594758,11.2543878694569,11.2361305781155,0,8.69968140098951,0,8.69968140098951,0,8.69968140098951,0
"455",12.3458345879053,2,2,1,41,0,0,0,0,0,0,6.7093043402583,9.80719689221784,8.60776488960062,9.00736702745136,8.85166342536678,9.11943049661634,9.80719689221784,8.64029538855022,9.46405192485681,8.85166342536678,9.11943049661634,8.7879833961978,0
"459",12.5776362019627,2,2,2,26,0,0,0,0,0,0,9.94309280712849,11.5115344980241,11.5129354649202,8.01168672912785,10.0636487046601,7.27862894232068,11.2897944135779,8.00670084544037,8.01168672912785,10.0636487046601,7.04664727784876,8.49719454490955,0
"469",12.1007121298723,1,2,1,34,0,0,0,0,0,0,7.9820748750812,7.93415523353632,7.03966034986208,7.67089483136212,7.07411681619736,7.23201033166476,7.93415523353632,7.03966034986208,7.67089483136212,7.07411681619736,7.23201033166476,7.80016307039296,0
"476",12.2060726455302,1,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480",11.4075649493124,1,3,1,48,1,1,1,1,1,1,11.2593871370853,11.2025614238947,11.1751423695489,11.1125971409672,11.05451833565,10.9916959074888,7.43897159239586,8.29429960885724,7.37838371299671,7.37838371299671,7.31388683163346,8.31556648356428,0
"488",10.3089526606443,2,2,1,43,1,1,1,1,1,0,10.2647917648585,10.1895307828194,10.0867669837552,10.1010671117191,9.94558872855476,9.88501803625247,7.1708884785125,1.09861228866811,7.38336814699238,0,6.80350525760834,6.68586094706836,0
"490",12.0435537160324,2,2,2,28,0,0,0,0,0,0,10.2507937464708,9.77661962392714,5.73334127689775,0,0,0,8.29429960885724,5.73334127689775,0,0,0,0,0
"499",11.7752897294377,2,1,1,33,0,0,0,0,0,0,9.86068443021082,9.93037288131751,10.0303404435321,10.0125661475624,10.0125661475624,0,7.60140233458373,8.00670084544037,0,0,0,0,1
"501",13.1223633774043,2,2,2,43,0,0,0,0,0,0,8.28399930424853,0,12.5607320596526,12.426997737883,12.3141734032929,5.30330490805908,0,12.5607320596526,8.51519118874556,4.61512051684126,5.30330490805908,13.1781140230256,0
"514",12.5776362019627,2,1,1,34,0,0,0,0,0,0,11.4493997640903,11.489748952519,11.5431345411747,11.5604290876142,11.6096165091242,11.6552753600529,8.69968140098951,8.8538082749772,8.5173931714189,8.8538082749772,8.8538082749772,8.8538082749772,0
"516",12.9239124386805,2,2,2,27,1,0,0,0,0,0,0,10.4040203868167,10.5041355985992,10.6989882322079,11.0414647747265,11.0255070752039,10.4057768452798,9.68040649926887,9.07119324056602,9.84033473753086,9.61587214452889,8.5850387383113,0
"518",11.8493977015914,2,2,1,42,0,0,0,0,0,0,11.6217529636907,11.6274498636984,11.1495135930931,11.1676848986572,11.1673600100699,11.1084998164367,8.70334075304372,8.01367414283268,8.5197898172635,8.53954159508,8.00670084544037,8.5173931714189,1
"519",12.2548628096996,2,1,2,32,0,0,0,0,0,0,11.1180293082113,11.1489381363084,11.1695615350912,11.1811103670243,11.2051223145222,11.2229474254688,8.07121853996986,8.07121853996986,7.86365126544865,7.9728107841214,7.90137735379262,8.00670084544037,0
"525",10.8197782844103,1,2,2,23,0,0,0,0,0,0,10.4501628291958,9.82838678002688,9.8696722040414,9.80730699406216,9.869051375215,9.88205960512251,7.95050243480885,7.09090982207998,9.47278155656217,7.31388683163346,9.10509096125709,6.90875477931522,0
"538",11.5129254649702,2,1,2,24,0,0,0,0,0,0,10.3120478655516,10.3250556422257,10.3149015972467,10.3001137119771,9.59689445519259,10.2897018810522,7.34858753092759,8.5173931714189,4.47733681447821,9.59981159033,10.2926538876748,5.80211837537706,0
"539",12.7938593104323,2,1,1,34,0,0,0,0,0,0,9.42060129745938,9.22414465295258,10.082177523096,9.18870807184907,5.11799381241676,7.66996199547358,9.21044036697652,9.54057893384188,9.18870807184907,0,7.66996199547358,8.35019365072007,0
"540",12.8739020181058,2,1,2,31,0,0,0,0,0,0,10.8321217889415,10.6740817672296,10.6973394272177,10.74712156637,10.7737762298485,10.8578829904438,8.5173931714189,8.00670084544037,8.00670084544037,7.60140233458373,8.5173931714189,8.5173931714189,0
"550",13.3534750983677,2,2,1,47,0,0,0,0,0,0,10.5414126785959,11.1300238752708,7.09672137849476,7.87587915949631,9.06589246761031,0,10.5502766091179,7.09672137849476,7.87587915949631,9.06589246761031,0,8.51358669582213,0
"553",9.90348755253613,1,2,2,29,0,0,0,0,0,0,9.75318778176491,9.8211923098093,0,0,0,0,7.62851762657506,0,0,0,0,0,0
"558",12.7938593104323,1,2,2,38,0,0,0,0,0,0,11.5931404654928,11.6191036462484,11.053220620712,11.0623165366928,11.0838180674891,11.0986062749084,8.98794653955252,8.98782162543081,8.5173931714189,8.5173931714189,8.5173931714189,11.5683696325515,0
"560",12.4292161968444,2,3,2,35,0,0,0,0,0,0,8.88806685475478,9.04463991619846,7.46106551435428,8.81090703609974,7.77988511507052,9.31316768177565,9.04958459309679,7.46851327149634,8.81581520390635,7.7848892956551,9.31811796414961,9.50360682272186,0
"561",11.4075649493124,2,1,2,24,0,0,0,0,0,0,9.48356848745781,9.58376426587288,9.64749792681684,9.81027517081395,10.0317928126891,10.0599783492956,7.37838371299671,7.31388683163346,8.00670084544037,8.5173931714189,6.92853781816467,6.63987583382654,1
"565",12.2060726455302,2,1,2,29,1,0,0,0,0,0,10.9293319963197,9.03133331615006,8.49658223751211,8.53030683056162,9.87657873597891,0,9.03539156951164,8.50268850521336,8.53503310954457,9.88134418785044,0,4.83628190695148,0
"566",10.8197782844103,2,2,2,23,0,0,0,0,0,0,10.8159710460673,10.8270517683768,10.5565936835589,9.84246285069835,9.81498415394472,9.85293082891897,7.62119516280984,7.92551897978693,7.43307534889858,6.90875477931522,6.90875477931522,6.90875477931522,0
"567",12.7656884334656,1,1,2,33,0,0,0,0,0,0,9.29660980712836,9.25712853347494,0,0,0,8.41913925094085,9.2620785673806,0,0,0,8.42398080969406,0,0
"571",12.5061772379805,2,1,2,28,0,0,0,0,0,0,6.16541785423142,6.16541785423142,8.64681695920974,10.5328159528829,10.831034692666,10.7973077012829,6.16541785423142,8.64681695920974,10.4341452149305,9.54688403461792,8.98732181285012,9.61587214452889,0
"574",10.3089526606443,1,2,1,35,0,0,0,0,0,0,8.96162256954254,7.89655270164304,9.07829359105585,8.12503909736775,7.60140233458373,0,7.89655270164304,9.07863588097876,8.12888014212564,7.62119516280984,0,0,0
"575",10.3089526606443,1,2,2,28,1,0,0,0,0,0,0,6.66057514983969,0,0,0,0,6.66057514983969,0,0,0,0,0,1
"576",11.4075649493124,1,2,2,33,0,0,0,0,0,0,10.4853120344518,10.2804160025021,10.2214320631148,10.2842158804119,10.480072826558,10.5571139749338,9.62615177213849,8.60995467149755,8.56864647300515,9.0594011964109,8.60337088765729,8.78538658728416,0
"578",11.289781913656,2,3,2,53,0,0,0,0,0,0,11.2614724556588,11.2638870161107,11.271019495155,11.0096214826031,11.0277188538219,10.8971651607916,8.29429960885724,7.77275271646874,7.60489448081162,7.82444593087762,8.00670084544037,7.60140233458373,0
"591",12.7938593104323,1,2,2,29,0,0,0,0,0,0,12.4991638124181,12.4813113696415,12.468321518725,12.4522801668429,12.4109015020274,12.4301957169579,9.1516513756275,9.07555104562754,8.85623355614316,8.87556669199055,8.86418136976543,8.89576660405609,0
