,x,p
126,0.386892728,0.278963701
127,0.162503269,0.139787365
128,0.114655695,0.102861983
129,0.135926874,0.119661641
130,0.145015673,0.126649509
131,0.214106927,0.176349317
132,1.171488103,0.53948631
133,0.243120921,0.195573027
134,0.108340272,0.097750009
135,0.531838755,0.347189777
136,0.151072158,0.131244733
137,0.077027878,0.071518927
138,0.246275956,0.19760949
139,0.500069942,0.333364417
140,0.340577583,0.254052871
141,0.361841455,0.265700132
142,0.177695474,0.150884059
143,0.703083096,0.41282959
144,0.180249061,0.152721207
145,0.178467706,0.151440473
146,0.153381752,0.132984375
147,0.191974477,0.161055862
148,0.160640332,0.138406643
149,1.033089187,0.508137663
150,0.080594676,0.074583632
151,0.169648175,0.145042055
152,0.194133013,0.162572352
153,0.150608861,0.130894926
154,0.326584458,0.246184445
155,0.167018195,0.14311533
156,1.115421086,0.527280877
157,0.183389617,0.15496977
158,0.164608189,0.141342119
159,4.46800073,0.817117801
160,0.146783788,0.127996044
161,0.131641462,0.116327889
162,0.895724906,0.472497303
163,0.035406322,0.034195582
164,0.210127472,0.173640775
165,0.215032815,0.176976961
166,0.10568422,0.095582643
167,1.142102064,0.533168836
168,0.146697909,0.127930737
169,0.10349546,0.09378875
170,0.205017203,0.170136329
171,0.131151718,0.115945293
172,0.119216523,0.106517837
173,1.548513338,0.607614375
174,1.008515581,0.502119869
175,0.051999475,0.049429184
176,0.121014225,0.10795066
177,0.144123733,0.12596866
178,0.251114107,0.200712394
179,0.1730887,0.147549542
180,0.271188478,0.213334594
181,0.103003117,0.093384249
182,1.419066838,0.586617458
183,0.136908975,0.120422108
184,5.550283063,0.847334842
185,0.14194227,0.124298989
186,0.258785792,0.205583661
187,0.033643434,0.032548395
188,0.73920951,0.425026143
189,0.221322164,0.18121522
190,0.156050445,0.134985844
191,0.687692392,0.407474961
192,0.196103997,0.163952296
193,1.369757575,0.578015907
194,0.137430285,0.120825238
195,0.157816362,0.136305175
196,26.68359914,0.963877529
197,0.220970705,0.180979531
198,0.163220383,0.140317678
199,1.066258617,0.516033476
200,0.260908507,0.206921046
201,0.161733348,0.139217272
202,0.659707681,0.397484261
203,0.144247468,0.126063175
204,0.161490933,0.139037618
205,0.738649778,0.424841039
206,0.190686232,0.160148179
207,0.16305313,0.140194051
208,0.487777539,0.327856502
209,0.172260602,0.146947361
210,0.754742848,0.430115928
211,0.187853533,0.158145367
212,0.747214699,0.427660493
213,0.195460358,0.163502166
214,0.277962656,0.217504522
215,0.192578149,0.161480528
216,0.197245367,0.164749326
217,0.22852811,0.186017811
218,0.14837511,0.129204394
219,0.091089415,0.08348483
220,2.819017472,0.738152546
221,1.868747336,0.651415798
222,0.159302213,0.137412153
223,0.929976092,0.481858866
224,0.130982389,0.115812934
225,0.236375143,0.191183998
226,0.183855696,0.155302455
227,0.458758125,0.314485395
228,0.175165147,0.149055771
229,0.168295329,0.144052043
230,0.144479286,0.126240193
231,0.145134344,0.126740015
232,0.240567984,0.193917615
233,0.233000205,0.188970127
234,0.202128977,0.168142504
235,0.481570201,0.32504042
236,0.563992925,0.360610918
237,0.732330203,0.422742848
238,1.303365836,0.565852725
239,0.119038871,0.106375993
240,0.445019328,0.307967734
241,0.179188353,0.151959059
242,0.210149466,0.173655793
243,0.895925027,0.472552983
244,0.135109922,0.119028051
245,0.140394656,0.123110588
246,0.11186157,0.100607461
247,0.666392881,0.399901421
248,0.149014702,0.129689117
249,0.195178751,0.163305071
250,0.083207885,0.076816173
251,0.220015565,0.180338327
252,0.170930056,0.145978024
253,0.743300059,0.426375285
254,0.838531294,0.456087583
255,0.198795307,0.165829234
256,0.180188614,0.152677811
257,0.177247573,0.150561001
258,0.125535179,0.111533768
259,0.7293887,0.421760996
260,0.166879852,0.14301374
261,0.142679059,0.124863633
262,0.282228668,0.220107907
263,0.189773675,0.159504013
264,0.099672045,0.090637973
265,0.196972229,0.164558729
266,0.178124857,0.151193531
267,0.311312821,0.237405458
268,0.090979798,0.083392743
269,0.537572248,0.349624057
270,0.171063307,0.1460752
271,0.648827275,0.393508335
272,0.234840387,0.190178739
273,0.091000727,0.083410327
274,0.102693131,0.093129383
275,0.571598217,0.363705056
276,0.065072098,0.061096425
277,0.184015495,0.155416458
278,0.150275546,0.130643085
279,0.189276494,0.15915264
280,0.005141115,0.005114819
281,0.339970248,0.253714773
282,15.19367409,0.938247491
283,1.534454188,0.605437729
284,0.128015685,0.113487504
285,0.149976914,0.130417326
286,0.243805846,0.196015999
287,0.120748339,0.10773903
288,0.166482065,0.142721495
289,0.196852705,0.164475298
290,0.454160931,0.312318204
291,1.401244533,0.583549286
292,0.336474074,0.251762515
293,0.202124418,0.16813935
294,0.209957853,0.173524931
295,0.10490555,0.094945265
296,0.172281383,0.146962483
297,0.124339327,0.110588791
298,0.118180322,0.10568986
299,0.530675435,0.346693638
300,0.191603633,0.160794771
301,0.234435187,0.189912917
302,0.172723845,0.14728433
303,1.347637296,0.574039822
304,0.455630451,0.313012448
305,0.535460122,0.348729423
306,0.356044669,0.262561166
307,0.974667586,0.493585651
308,0.629759235,0.386412435
309,0.411439935,0.29150368
310,0.218645232,0.17941664
311,0.128878181,0.114164826
312,0.150199328,0.130585477
313,0.745042284,0.426947983
314,0.183523053,0.155065043
315,0.148847512,0.129562462
316,0.245012827,0.196795424
317,0.170866841,0.145931916
318,0.095284623,0.086995308
319,0.204766849,0.169963881
320,0.171385896,0.146310363
321,0.13689514,0.120411404
322,0.163825149,0.1407644
323,0.204442691,0.169740489
324,0.132564819,0.117048329
325,0.11045925,0.099471683
326,0.152732521,0.132496063
327,1.844370441,0.648428353
328,0.138066086,0.121316405
329,0.170200557,0.14544563
330,0.245099748,0.196851496
331,1.182775901,0.541867766
332,0.205685514,0.170596322
333,0.158432424,0.136764494
334,0.231834611,0.188202709
335,0.06199104,0.05837247
336,0.190181497,0.159792012
337,1.40682252,0.584514441
338,0.257794309,0.204957446
339,0.236639609,0.19135697
340,2.232890203,0.690679257
341,0.184672015,0.155884508
342,0.239984183,0.1935381
343,0.10651524,0.096261883
344,0.183485874,0.1550385
345,0.380713868,0.275736977
346,0.08364707,0.077190326
347,0.148327255,0.129168105
348,1.379789146,0.579794705
349,0.248290692,0.198904545
350,0.121165163,0.108070753
351,0.209161645,0.172980714
352,0.162181534,0.139549226
353,0.130655918,0.115557629
354,0.167250301,0.143285721
355,0.783383366,0.439268068
356,0.104106372,0.094290165
357,0.831162865,0.45389893
358,1.571584629,0.611134711
359,0.142556552,0.124769799
360,0.153755578,0.133265296
361,0.207010352,0.171506691
362,0.200037056,0.166692399
363,0.094509878,0.086349041
364,0.974365439,0.493508152
365,0.141156682,0.123696145
366,0.153919295,0.133388267
367,0.217418444,0.178589741
368,0.210510472,0.173902231
369,0.322756277,0.244002831
370,0.145473855,0.126998844
371,0.584776683,0.368996269
372,0.159700088,0.137708093
373,0.123772234,0.110139965
374,0.213042338,0.175626465
375,0.104950444,0.094982037
376,0.206584503,0.171214285
377,0.686713441,0.407131066
378,0.13878487,0.121871016
379,0.128096876,0.113551308
380,0.15259625,0.132393499
381,0.16594092,0.14232361
382,0.174040166,0.148240385
383,0.178355951,0.151359995
384,0.736816165,0.424233825
385,0.198291872,0.165478776
386,0.139258533,0.122236112
387,1.236739947,0.552920758
388,0.086342246,0.079479783
389,0.352790358,0.260787162
390,0.246098691,0.197495345
391,0.074477194,0.06931482
392,0.140460839,0.123161475
393,0.181787847,0.153824434
394,0.114376233,0.102636999
395,0.184780422,0.155961745
396,0.169826941,0.145172705
397,0.175224337,0.149098629
398,0.162669257,0.139910173
399,0.987463978,0.496846227
400,0.192368004,0.161332746
401,6.378446997,0.864470125
402,1.131638523,0.530877309
403,0.20492075,0.170069899
404,0.161976627,0.139397492
405,0.163601712,0.140599408
406,0.263166092,0.208338471
407,0.195906929,0.163814528
408,0.785723702,0.440002953
409,0.103187597,0.093535857
410,0.084546328,0.077955478
411,0.423468005,0.297490357
412,0.167493876,0.143464458
413,0.163470226,0.140502286
414,0.171783667,0.146600155
415,0.141761622,0.124160437
416,2.058626493,0.673055863
417,0.554903065,0.356873092
418,0.197589677,0.164989462
419,1.236381554,0.552849111
420,2.114162922,0.678886421
421,0.148186174,0.129061103
422,0.527325624,0.345260772
423,0.108641486,0.097995148
424,0.145811615,0.127256185
425,0.215588263,0.177353031
426,0.196943651,0.164538783
427,0.294787671,0.227672597
428,0.124631959,0.110820218
429,0.121833418,0.108602058
430,0.045658371,0.043664712
431,0.144096186,0.125947615
432,0.12857312,0.113925378
433,0.610517785,0.379081678
434,6.721672584,0.870494379
435,0.273896832,0.215007075
436,0.835655273,0.455235406
437,0.183925842,0.155352502
438,0.142064509,0.124392719
439,0.080920671,0.074862729
440,0.160384336,0.138216564
441,0.147080182,0.128221361
442,0.200915678,0.167302069
443,0.16803654,0.1438624
444,0.272886186,0.214383807
445,0.154736897,0.134001865
446,0.216555057,0.178006787
447,0.386576731,0.278799379
448,0.276328263,0.216502502
449,0.172420103,0.147063414
450,0.765200634,0.433492159
451,0.0788639,0.073099026
452,0.162050046,0.139451865
453,0.558018245,0.358158993
454,0.24575003,0.19727074
455,0.158131237,0.136539998
456,1.207837047,0.547068022
457,0.635954078,0.388735898
458,0.161747073,0.139227442
459,0.18877657,0.158799033
460,0.161729559,0.139214465
461,0.144408548,0.126186184
462,0.157615179,0.136155073
463,0.091183024,0.083563455
464,0.1699777,0.145282854
465,0.084682653,0.078071363
466,0.174114117,0.148294033
467,0.188384011,0.158521159
468,0.141854292,0.124231518
469,0.454265096,0.312367461
470,0.866236587,0.464162257
471,0.212946639,0.175561424
472,0.591822995,0.371789449
473,0.194987328,0.163171042
474,0.205733603,0.170629402
475,0.771018012,0.435353004
476,0.762489557,0.432620752
477,1.319447575,0.568862857
478,0.148310289,0.129155238
479,1.229625957,0.551494278
480,0.182925006,0.154637872
481,0.247612551,0.198469109
482,0.154483946,0.133812122
483,26.43940759,0.963556065
484,0.613126218,0.380085706
485,0.134102858,0.118245763
486,0.216952219,0.178275051
487,0.134664134,0.118681934
488,0.196783009,0.16442664
489,1.284713012,0.562308266
490,0.158682642,0.13695091
491,0.828334811,0.453054225
492,0.201271057,0.167548411
493,1.123239798,0.529021639
494,0.157782995,0.136280284
495,0.808050863,0.446918214
496,0.303656026,0.232926493
497,0.173601325,0.147921889
498,0.228001071,0.185668463
499,0.102261302,0.092774102
500,0.138789779,0.121874802
501,0.204351779,0.169677816
502,0.274986994,0.215678274
503,0.213545034,0.175967952
504,0.141138025,0.123681817
505,0.139467567,0.122397136
506,0.214187671,0.17640409
507,0.130935132,0.115775988
508,0.290388823,0.225039785
509,0.109474753,0.098672595
510,0.132834366,0.117258419
511,0.204696186,0.169915194
512,0.201292731,0.167563431
513,0.521462886,0.342737829
514,0.199369809,0.166228804
515,1.285902814,0.562536082
516,0.196343509,0.164119676
517,0.188158997,0.1583618
518,0.880159562,0.468130248
519,0.203623268,0.169175251
520,0.213674108,0.176055587
521,0.166229793,0.142536054
522,0.1558026,0.134800355
523,1.086105418,0.52063784
524,0.116615,0.104436176
525,0.160743641,0.138483327
526,0.198755794,0.165801738
527,0.160512345,0.138311622
528,0.169645782,0.145040306
529,0.099333076,0.09035758
530,0.96706552,0.491628525
531,0.650298312,0.394048947
532,0.507435619,0.336621752
533,0.22388482,0.182929648
534,1.488426198,0.598139579
535,0.129484208,0.114640123
536,0.504562268,0.33535486
537,0.144463326,0.126228008
538,0.801202234,0.444815257
539,1.55401191,0.608459148
540,0.846351395,0.458391289
541,0.152223216,0.132112609
542,0.165553468,0.142038502
543,0.163901149,0.140820506
544,0.096995163,0.088418953
545,0.284929015,0.221746892
546,0.159295287,0.137406999
547,0.201347019,0.167601047
548,0.167531892,0.143492348
549,0.200212672,0.166814329
550,0.167851679,0.143726881
551,0.138434245,0.121600563
552,0.770751344,0.435267971
553,0.216260346,0.17780761
554,0.135500588,0.119331147
555,0.199313326,0.166189537
556,0.160656682,0.13841878
557,0.131784138,0.116439287
558,0.529898098,0.346361695
559,0.151413576,0.131502337
560,0.247658882,0.198498873
561,0.101674606,0.092290959
562,0.17761667,0.150827239
563,0.16914549,0.144674458
564,0.258125732,0.205166881
565,0.168243539,0.144014098
566,0.265095292,0.209545711
567,0.22468782,0.183465383
568,0.141208239,0.123735734
569,0.140114324,0.122894977
570,0.141304955,0.12380999
571,0.142771078,0.124934102
572,2.057369555,0.67292145
573,0.235747236,0.190773023
574,2.478606521,0.712528567
575,0.531482982,0.347038125
576,0.13743339,0.120827638
577,0.112453647,0.101086142
578,0.721951875,0.419263677
579,0.181298658,0.153474024
580,0.106228195,0.09602738
581,0.178136718,0.151202076
582,24.92710516,0.961430326
583,0.146982016,0.128146748
584,0.199219465,0.166124276
585,0.515433116,0.340122643
586,0.117554848,0.105189332
587,0.059303983,0.055983914
588,0.284725566,0.221623647
589,0.125925547,0.111841806
590,0.126687398,0.112442367
591,0.159868372,0.137833202
592,0.244942679,0.196750166
593,0.135813068,0.119573433
594,0.157998614,0.136441108
595,0.157383705,0.135982306
596,0.163156296,0.140270312
597,6.323703098,0.863457054
598,0.182692781,0.154471883
599,0.09275526,0.084882008
600,0.134230363,0.118344886
601,0.333522593,0.250106444
602,0.138634918,0.121755372
603,0.151561953,0.131614242
604,0.192270181,0.161263935
605,0.616596043,0.381416276
606,0.23695234,0.191561414
607,0.167427683,0.143415893
608,0.132079853,0.116670086
609,0.601579217,0.375616274
610,0.140567842,0.123243736
611,0.187535158,0.157919668
612,0.157051122,0.135733952
613,0.209362296,0.173117929
614,0.038230474,0.036822724
615,0.322300893,0.243742476
616,0.123709756,0.110090489
617,0.121989724,0.10872624
618,0.114845004,0.103014324
619,0.113535945,0.101959838
620,2.366425656,0.702949032
621,0.720295944,0.418704669
622,0.435266928,0.30326549
623,0.766384453,0.433871829
624,0.209998981,0.173553023
625,0.170680223,0.145795769
626,0.137574315,0.120936552
627,0.168828805,0.144442714
628,1.248292634,0.555218042
629,0.575817599,0.365408788
630,0.169575082,0.144988624
631,0.200747305,0.167185305
632,0.54848748,0.354208534
633,0.128436803,0.113818339
634,1.850519144,0.64918671
635,0.15133429,0.131442528
636,1.034288472,0.508427633
637,0.180531069,0.152923607
638,0.15402965,0.133471137
639,0.175475669,0.149280562
640,0.46779143,0.318704293
641,1.185423889,0.542422866
642,0.149129905,0.129776368
643,0.194014347,0.162489125
644,0.208381996,0.172447121
645,0.187445867,0.157856347
646,3.686567165,0.786624204
647,0.042860436,0.041098918
648,0.164011816,0.140902192
649,0.54363759,0.352179549
650,2.809388182,0.737490654
651,0.179937889,0.152497764
652,0.113656198,0.102056809
653,0.40663019,0.289081091
654,0.363964893,0.2668433
655,0.126130306,0.112003296
656,0.129985494,0.115032887
657,0.17264739,0.147228733
658,0.185235588,0.156285881
659,0.182760612,0.154520374
660,0.605719141,0.377226082
661,0.591462632,0.371647201
662,0.21631608,0.177845285
663,0.222495054,0.18200078
664,0.185491658,0.156468126
665,0.182677141,0.154460702
666,0.106899253,0.096575413
667,0.145107259,0.12671936
668,0.096015603,0.08760423
669,0.143416252,0.125427858
670,0.130418774,0.115372088
671,2.057438784,0.672928856
672,0.139213353,0.122201301
673,0.133379837,0.117683263
674,0.674058772,0.402649407
675,0.177524277,0.150760609
676,0.201288018,0.167560164
677,0.127739095,0.113270078
678,0.070159433,0.065559795
679,0.153639114,0.133177795
680,0.196182073,0.164006866
681,0.225870148,0.184252915
682,0.554375716,0.3566549
683,0.114857452,0.103024339
684,0.135115499,0.119032379
685,0.530860901,0.346772787
686,0.157122951,0.135787602
687,0.186952984,0.157506646
688,0.109834659,0.098964884
689,0.17953791,0.152210377
690,0.189791672,0.159516726
691,0.170378459,0.145575525
692,0.70604578,0.413849258
693,0.115176523,0.103280979
694,0.180105447,0.152618096
695,0.86727401,0.464459959
696,0.107956501,0.09743749
697,0.181300699,0.153475486
698,0.202608098,0.168473918
699,1.154795577,0.535918854
700,0.206555642,0.17119446
701,0.627522097,0.385569018
702,0.611488635,0.379455754
703,0.211268314,0.174419088
704,0.17553008,0.149319939
705,2.650756652,0.726084181
706,0.21185823,0.174820969
707,0.179985215,0.152531754
708,1.684026401,0.627425423
709,0.170280489,0.145503997
710,0.25900361,0.205721102
711,0.143304339,0.12534225
712,1.059373823,0.514415504
713,0.08229842,0.076040414
714,0.547825719,0.353932431
715,0.636847272,0.389069453
716,0.40092609,0.286186468
717,0.355272949,0.262141253
718,0.415956514,0.293763622
719,0.075482063,0.0701844
720,0.200156133,0.166775079
721,0.227525006,0.185352644
722,0.151379492,0.131476627
723,0.154592157,0.133893302
724,0.225942525,0.184301075
725,0.133496027,0.117773705
726,0.232071135,0.188358552
727,1.222760286,0.550108932
728,0.135518162,0.119344777
729,0.182943464,0.154651063
730,1.763587001,0.638151432
731,0.446864737,0.308850389
732,0.167985046,0.143824655
733,0.467557815,0.31859584
734,0.942814849,0.485282913
735,0.250245046,0.200156799
736,0.34450806,0.25623354
737,0.015999773,0.015747811
738,0.059431682,0.056097702
739,2.464202746,0.711333293
740,0.150327379,0.130682258
741,0.140693528,0.12334034
742,0.188335513,0.158486817
743,0.104806116,0.094863809
744,0.144910936,0.126569615
745,0.086985706,0.080024701
746,0.241508479,0.194528256
747,0.087270224,0.080265441
748,0.733581402,0.423159479
749,0.92102345,0.479444147
750,0.963268317,0.490645272
751,0.159420097,0.137499856
752,0.974990522,0.493668456
753,0.172592485,0.147188803
754,0.167758532,0.14365858
755,0.224059776,0.183046433
756,0.088904437,0.081645766
757,1.406392166,0.584440137
758,0.585510476,0.369288305
759,0.806374396,0.446404908
760,0.192131908,0.161166652
761,0.898712067,0.4733272
762,0.108452061,0.097841003
763,0.166782588,0.142942301
764,0.126429325,0.112239021
765,0.170070712,0.145350798
766,0.154119132,0.133538322
767,0.196063119,0.163923723
768,0.204837682,0.170012679
769,0.150157514,0.13055387
770,0.194964863,0.16315531
771,0.197937565,0.165231954
772,0.141550484,0.123998445
773,0.09428461,0.086160958
774,0.175817636,0.14952798
775,0.123980584,0.110304916
776,0.1130834,0.101594723
777,0.191329774,0.160601857
778,0.207348744,0.171738899
779,12.0273034,0.923238143
780,0.13890396,0.121962839
781,0.187652263,0.158002699
782,0.130587552,0.115504148
783,0.229674139,0.186776425
784,0.196315698,0.164100244
785,0.053080033,0.050404557
786,0.5224626,0.343169415
787,0.285754131,0.222246326
788,0.178759322,0.151650399
789,0.605283594,0.377057111
790,0.175798728,0.149514304
791,0.161984547,0.139403357
792,0.190724293,0.160175025
793,0.182079595,0.154033278
794,0.173179541,0.147615548
795,0.149518134,0.13007027
796,0.248628833,0.19912149
797,0.286363483,0.222614748
798,0.123481039,0.109909322
799,0.177154106,0.150493555
800,0.226605739,0.184742115
801,0.606790248,0.377641231
802,0.209502419,0.173213725
803,0.135812379,0.119572899
804,0.673662142,0.402507845
805,0.108150247,0.097595292
806,0.093870499,0.085815002
807,0.20726941,0.171684471
808,0.105045982,0.095060282
809,0.135152063,0.119060756
810,0.192815244,0.1616472
811,1.529732149,0.604701233
812,0.536076272,0.34899066
813,0.124964924,0.111083396
814,0.178780974,0.151665982
815,0.166611183,0.142816377
816,0.33132751,0.248870024
817,0.143029849,0.125132208
818,0.175269912,0.149131626
819,0.164286539,0.141104903
820,2.263783178,0.693607098
821,0.406427714,0.288978744
822,0.159264853,0.137384354
823,0.1642858,0.141104358
824,0.161745751,0.139226462
825,0.430315269,0.30085344
826,0.233925176,0.189578088
827,0.186464255,0.157159606
828,0.064011267,0.060160328
829,0.193407752,0.162063429
830,0.108803032,0.098126564
831,0.628046857,0.385767065
832,0.496049485,0.331572912
833,0.183733376,0.155215169
834,0.13546811,0.119305958
835,0.158564891,0.136863194
836,0.74778515,0.427847296
837,0.106182249,0.095989833
838,0.147641079,0.128647433
839,0.153611196,0.133156818
840,0.108906905,0.098211045
841,0.162702877,0.139935043
842,0.436027253,0.303634386
843,0.196762499,0.16441232
844,1.135164938,0.531652107
845,0.179320833,0.152054325
846,0.186306533,0.157047549
847,0.279878524,0.21867585
848,0.157985535,0.136431354
849,0.175993455,0.149655132
850,0.158101458,0.136517795
851,0.054506709,0.051689296
852,8.620308172,0.896053226
853,0.736117446,0.424002102
854,1.87381404,0.652030373
855,0.591845007,0.371798137
856,0.77064772,0.435234921
857,0.182929769,0.154641276
858,0.114639487,0.102848938
859,0.214133331,0.176367229
860,0.114292952,0.102569931
861,0.125244864,0.111304542
862,0.088434737,0.081249462
863,0.190515726,0.160027896
864,0.158423791,0.136758061
865,9.433442226,0.904154355
866,0.095877903,0.087489585
867,0.16193665,0.139367882
868,0.184454708,0.155729642
869,0.193048067,0.161810804
870,2.673621566,0.727789054
871,0.420155241,0.295851629
872,0.166651491,0.142845993
873,0.168746868,0.144382734
874,0.728613538,0.421501696
875,0.14004671,0.122842958
876,0.129033791,0.114286917
877,0.175697289,0.149440924
878,0.172144516,0.146862877
879,0.171861147,0.146656579
880,0.204200556,0.169573544
881,0.158449182,0.136776981
882,0.208985519,0.172860234
883,1.765012098,0.63833793
884,0.07257125,0.067661006
885,0.182493261,0.154329218
886,0.219397856,0.179923111
887,0.142625419,0.124822551
888,0.142645818,0.124838174
889,0.113780983,0.102157412
890,0.189434695,0.159264477
891,0.194619374,0.162913291
892,0.171164235,0.146148789
893,0.243045396,0.195524151
894,0.162127422,0.139509161
895,0.163759316,0.140715794
896,0.148804142,0.129529601
897,0.225463866,0.183982468
898,0.212073309,0.174967395
899,0.711200323,0.415614883
900,0.263118417,0.20830859
901,0.190570389,0.160066461
902,0.369885443,0.270011952
903,0.151522444,0.131584447
904,0.725388588,0.420420416
905,0.144819533,0.12649988
906,0.167009572,0.143108999
907,0.630470732,0.38668019
908,0.183128975,0.154783611
909,0.938446516,0.484122986
910,1.03335162,0.508201144
911,0.577588252,0.36612104
912,0.411493536,0.291530585
913,0.619290701,0.38244566
914,0.220031055,0.180348733
915,0.16828307,0.144043062
916,0.112277825,0.100944047
917,0.488101072,0.328002634
918,0.050614379,0.048175981
919,0.109975998,0.099079618
920,0.17805015,0.151139703
921,0.560961607,0.359369253
922,0.216420352,0.17791576
923,0.154617758,0.133912506
924,0.171064354,0.146075964
925,0.483366076,0.325857578
926,0.699682451,0.411654807
927,0.631954318,0.38723775
928,0.220723434,0.180813629
929,2.324213842,0.699176994
930,0.740112859,0.42532463
931,0.152377117,0.132228517
932,0.400094148,0.285762317
933,0.20209514,0.168119089
934,0.148815465,0.12953818
935,0.088914011,0.081653841
936,0.205109382,0.170199805
937,0.200346498,0.166907221
938,0.235212508,0.190422706
939,0.264733037,0.209319302
940,0.184098717,0.155475819
941,0.173758439,0.148035945
942,0.15237718,0.132228564
943,0.203009457,0.168751339
944,0.133384628,0.117686993
945,0.11976392,0.106954616
946,0.597954694,0.37420003
947,0.193096902,0.161845113
948,0.151557254,0.131610698
949,0.192850748,0.161672152
950,1.767149556,0.638617292
951,0.016500258,0.016232419
952,1.676541709,0.626383554
953,0.162063806,0.139462055
954,0.113850428,0.10221339
955,0.703878854,0.413103815
956,0.143474706,0.125472566
957,0.109279192,0.098513695
958,0.161529922,0.139066518
959,0.220733564,0.180820427
960,0.161741255,0.139223131
961,1.18464647,0.542260034
962,0.302413998,0.232194984
963,1.877009203,0.652416823
964,0.08918458,0.081881971
965,0.133346057,0.117656965
966,0.144451904,0.126219287
967,0.20437219,0.169691887
968,0.151387902,0.131482971
969,0.040185637,0.03863314
970,0.210113703,0.173631372
971,0.115020694,0.103155659
972,0.14179839,0.12418864
973,0.170145531,0.145405445
974,0.15274859,0.132508156
975,0.984711031,0.496148314
976,2.460990924,0.711065408
977,0.080547941,0.074543607
978,0.130872936,0.115727357
979,0.174765967,0.148766624
980,0.52099085,0.342533849
981,0.419191569,0.295373492
982,0.186329585,0.157063928
983,1.173469794,0.539906189
984,0.140371271,0.123092606
985,0.084438017,0.077863387
986,0.18722263,0.157697996
987,0.221915585,0.181612861
988,0.169883558,0.145214075
989,0.157084119,0.135758599
990,0.159093897,0.137257126
991,0.13945519,0.122387603
992,0.217217119,0.178453881
993,0.173731744,0.148016568
994,0.130536816,0.115464454
995,0.481019593,0.324789486
996,0.216230332,0.17778732
997,0.193677636,0.162252882
998,0.583087945,0.368323154
999,0.273793737,0.214943541
