"","x"
"391",-2.59726232467788
"392",-1.96282655459471
"393",-1.70491494939186
"394",-2.16826197689858
"395",-1.68858706584985
"396",-1.7729753538293
"397",-1.741688200374
"398",-1.81603623719362
"399",-0.0126152605393042
"400",-1.64834505146394
"401",1.85292465027245
"402",0.123666603235197
"403",-1.58513196183169
"404",-1.82030323180534
"405",-1.81032038969399
"406",-1.33496991616988
"407",-1.63011558204718
"408",-0.241150072024556
"409",-2.27120661459758
"410",-2.47045563601393
"411",-0.859277316647469
"412",-1.78680848896235
"413",-1.81112440683901
"414",-1.76151934232595
"415",-1.95360834958656
"416",0.722039009423304
"417",-0.58896183878141
"418",-1.6215627386284
"419",0.21218901211649
"420",0.748658952524808
"421",-1.90928586213092
"422",-0.639937039222159
"423",-2.2197019372457
"424",-1.92543980190785
"425",-1.53438488122604
"426",-1.62483762586057
"427",-1.22149994099492
"428",-2.08239020889721
"429",-2.10510059532187
"430",-3.08656831062934
"431",-1.93727424750877
"432",-2.05125751257165
"433",-0.493447854072512
"434",1.90533702002954
"435",-1.29500376907172
"436",-0.179539104097945
"437",-1.69322263423884
"438",-1.95147403570418
"439",-2.51428597046073
"440",-1.83018224207414
"441",-1.91677738711374
"442",-1.60486997333144
"443",-1.78357382150211
"444",-1.2987004713713
"445",-1.86602904016668
"446",-1.52991045718558
"447",-0.950424902386181
"448",-1.28616576169622
"449",-1.75782131800018
"450",-0.267617212938869
"451",-2.54003169701843
"452",-1.81985006506794
"453",-0.583363619242007
"454",-1.40344039824208
"455",-1.84432997522598
"456",0.188831195241079
"457",-0.452628922822651
"458",-1.82172143935703
"459",-1.66719113259658
"460",-1.82182972628773
"461",-1.93510886031717
"462",-1.84759879143753
"463",-2.39488654132406
"464",-1.77208802779589
"465",-2.46884450450323
"466",-1.74804434732218
"467",-1.66927278736943
"468",-1.95295486221877
"469",-0.789074338673357
"470",-0.14359721299291
"471",-1.54671366477602
"472",-0.524547684375282
"473",-1.63482070926145
"474",-1.58117313414142
"475",-0.260043543792436
"476",-0.271166466497633
"477",0.277213144915496
"478",-1.90844865232307
"479",0.206710023537062
"480",-1.69867901207288
"481",-1.39589004819653
"482",-1.86766509702366
"483",3.27485560877762
"484",-0.489184461943662
"485",-2.00914817504257
"486",-1.52807813989228
"487",-2.00497149615893
"488",-1.62565363418535
"489",0.250535356768138
"490",-1.84084903283754
"491",-0.188337845600543
"492",-1.60310273948918
"493",0.116217185971154
"494",-1.84653463869703
"495",-0.213130273137908
"496",-1.19185971178751
"497",-1.75099384262575
"498",-1.47840495335513
"499",-2.28022395551007
"500",-1.97479487313117
"501",-1.58791236339549
"502",-1.29103147678009
"503",-1.54390753739688
"504",-1.95801696734224
"505",-1.96992320010326
"506",-1.54090267876508
"507",-2.03305325257852
"508",-1.23653448656973
"509",-2.21206132331629
"510",-2.01865229236643
"511",-1.58622842085169
"512",-1.60299505636174
"513",-0.651117174491596
"514",-1.61259384095565
"515",0.25146105035383
"516",-1.62788955465023
"517",-1.67046794446575
"518",-0.127652066974027
"519",-1.59148371548456
"520",-1.54330328613118
"521",-1.79438415187506
"522",-1.85916545571465
"523",0.0825982869088834
"524",-2.14887736483507
"525",-1.82794447294212
"526",-1.61567837427453
"527",-1.82938442306476
"528",-1.77404264893124
"529",-2.30927666917786
"530",-0.0334890298718644
"531",-0.430324079655476
"532",-0.678385435790218
"533",-1.49662355795652
"534",0.397719318710205
"535",-2.04419634953769
"536",-0.684064021475718
"537",-1.93472960098293
"538",-0.221641886255408
"539",0.440839915797444
"540",-0.166820645121616
"541",-1.88240731098562
"542",-1.79846106544038
"543",-1.8084917807625
"544",-2.3330941628147
"545",-1.25551519870649
"546",-1.83699565103041
"547",-1.60272539820522
"548",-1.78658154299849
"549",-1.60837511797543
"550",-1.78467455295178
"551",-1.97735983490015
"552",-0.260389468828039
"553",-1.5312722931505
"554",-1.99877929997682
"555",-1.61287719095123
"556",-1.82848559978581
"557",-2.02659001583244
"558",-0.635070558817668
"559",-1.88774027164744
"560",-1.39570295563419
"561",-2.28597770271894
"562",-1.72812758752972
"563",-1.77699604584519
"564",-1.35430847973235
"565",-1.78234271076154
"566",-1.32766592518738
"567",-1.49304330612259
"568",-1.95751960549016
"569",-1.96529659037603
"570",-1.95683492186762
"571",-1.94651278161215
"572",0.72142825171996
"573",-1.44499508232209
"574",0.907696515441376
"575",-0.632084101017131
"576",-1.98461591317255
"577",-2.18521417060191
"578",-0.325796796839578
"579",-1.70760956203611
"580",-2.24216571359367
"581",-1.72520394525606
"582",3.21595577188286
"583",-1.91744504031299
"584",-1.61334822146293
"585",-0.662747729214125
"586",-2.14085025934562
"587",-2.82507881550358
"588",-1.25622949026823
"589",-2.07206444549985
"590",-2.06603265948187
"591",-1.83340447646158
"592",-1.40673105745498
"593",-1.99647583747608
"594",-1.84516901776865
"595",-1.84906847431022
"596",-1.81304666433784
"597",1.84430496986254
"598",-1.69994932980587
"599",-2.37779086472563
"600",-2.00819783137955
"601",-1.09804467003745
"602",-1.97591129327979
"603",-1.88676080697896
"604",-1.64885370187439
"605",-0.483541181028018
"606",-1.43989625690437
"607",-1.78720376296662
"608",-2.0243485898912
"609",-0.508197052549237
"610",-1.96206504543981
"611",-1.67378894157293
"612",-1.85118390861547
"613",-1.56368905416839
"614",-3.26412232471962
"615",-1.13226971821499
"616",-2.08981713437761
"617",-2.10381847039179
"618",-2.16417184804673
"619",-2.17563579840136
"620",0.861380654491848
"621",-0.328093117957705
"622",-0.831795808539045
"623",-0.266071337749361
"624",-1.56065260294964
"625",-1.76796351521186
"626",-1.98359103359038
"627",-1.77887006578988
"628",0.221776724465533
"629",-0.551964336856885
"630",-1.77445948876871
"631",-1.6057083532337
"632",-0.600590825754576
"633",-2.05231830176091
"634",0.615466218171721
"635",-1.88826404810536
"636",0.0337137234671696
"637",-1.71185239080053
"638",-1.87061016463756
"639",-1.74025488636582
"640",-0.759732743830684
"641",0.170100423146039
"642",-1.9029375042232
"643",-1.63982316994406
"644",-1.56838236248198
"645",-1.67426518557033
"646",1.30469571734767
"647",-3.14980612415409
"648",-1.80781680578125
"649",-0.609472449003577
"650",1.03296673097643
"651",-1.71514354600383
"652",-2.17457719580084
"653",-0.899851130834625
"654",-1.01069786359082
"655",-2.07043973245458
"656",-2.04033241948661
"657",-1.75650397225852
"658",-1.68612681513789
"659",-1.69957811516668
"660",-0.501338864777585
"661",-0.525156772417175
"662",-1.53101460817418
"663",-1.50285040734067
"664",-1.68474536624598
"665",-1.70003494189291
"666",-2.23586845052039
"667",-1.93028209142986
"668",-2.34324456974828
"669",-1.94200402587368
"670",-2.03700466475664
"671",0.721461900570114
"672",-1.9717476057397
"673",-2.01455430030071
"674",-0.394437973195997
"675",-1.72864790838089
"676",-1.60301847183387
"677",-2.05776541815845
"678",-2.65698501579678
"679",-1.87314884312327
"680",-1.62871210837414
"681",-1.48779501030494
"682",-0.589912634971345
"683",-2.16406346833121
"684",-2.00162532128793
"685",-0.633255249225124
"686",-1.85072665155988
"687",-1.67689811580213
"688",-2.20877914690483
"689",-1.71736889385904
"690",-1.66182826897398
"691",-1.76973308591071
"692",-0.348075200102754
"693",-2.1612893427675
"694",-1.71421278483974
"695",-0.142400308444404
"696",-2.22602690566879
"697",-1.7075983051749
"698",-1.59648171633228
"699",0.143923339068476
"700",-1.57718545172501
"701",-0.465976394498693
"702",-0.491858910200525
"703",-1.55462632156349
"704",-1.73994485263946
"705",0.974845128165587
"706",-1.55183795653273
"707",-1.71488057043916
"708",0.521187593146104
"709",-1.77030826862683
"710",-1.35091327769764
"711",-1.9427846670285
"712",0.0576780004656275
"713",-2.49740337389862
"714",-0.60179807338719
"715",-0.45122541281046
"716",-0.913978183135715
"717",-1.03486891440031
"718",-0.87717455672704
"719",-2.58386023038368
"720",-1.60865754958995
"721",-1.48049513104276
"722",-1.88796540004212
"723",-1.86696487554325
"724",-1.48747462707156
"725",-2.01368356173671
"726",-1.46071133753527
"727",0.201110832792042
"728",-1.99864961394401
"729",-1.69857811432563
"730",0.567349803977621
"731",-0.805499332395376
"732",-1.78388031427035
"733",-0.760232270158965
"734",-0.0588853582815698
"735",-1.38531465763013
"736",-1.06563779272081
"737",-4.13518077049616
"738",-2.82292782034955
"739",0.901868325382358
"740",-1.89493983564325
"741",-1.96117131452026
"742",-1.66953026358538
"743",-2.25564314846658
"744",-1.93163595759154
"745",-2.44201147776534
"746",-1.42085069581904
"747",-2.43874595193994
"748",-0.309816709847856
"749",-0.0822697816609708
"750",-0.0374232795356217
"751",-1.83621244319895
"752",-0.0253275287699316
"753",-1.75682204319154
"754",-1.78522964085172
"755",-1.49584240639723
"756",-2.42019322301522
"757",0.341027677996087
"758",-0.535271204516125
"759",-0.215207132738426
"760",-1.64957311965732
"761",-0.106792576974106
"762",-2.22144703512729
"763",-1.79106418143437
"764",-2.06807182561206
"765",-1.77154097780813
"766",-1.87002938885725
"767",-1.62931863425801
"768",-1.58553740947378
"769",-1.8960704405906
"770",-1.63493592605737
"771",-1.61980362645092
"772",-1.95509884500285
"773",-2.36143730182614
"774",-1.73830797894139
"775",-2.08763030968466
"776",-2.17962967895851
"777",-1.65375677394688
"778",-1.57335314962044
"779",2.4871793485753
"780",-1.97397251868386
"781",-1.67316469262123
"782",-2.03571138168945
"783",-1.47109376049269
"784",-1.62803121190799
"785",-2.93595445421725
"786",-0.649201876340612
"787",-1.25262351882258
"788",-1.72171494713997
"789",-0.502058180735796
"790",-1.73841552940256
"791",-1.8202543364777
"792",-1.65692638632815
"793",-1.70331135339877
"794",-1.75342641230262
"795",-1.90033759509255
"796",-1.39179412436477
"797",-1.25049335697733
"798",-2.0916676669361
"799",-1.73073527098182
"800",-1.48454360561617
"801",-0.499572103452909
"802",-1.56301999264396
"803",-1.99648090908259
"804",-0.395026566965196
"805",-2.22423384627588
"806",-2.36583911293885
"807",-1.57373583512907
"808",-2.25335709835807
"809",-2.00135473963379
"810",-1.64602283236256
"811",0.425092654376002
"812",-0.623478829618614
"813",-2.079722191905
"814",-1.72159382861869
"815",-1.79209242751428
"816",-1.1046479365823
"817",-1.94470193426496
"818",-1.74142813629109
"819",-1.80614318852468
"820",0.81703738641613
"821",-0.900349191536213
"822",-1.83718672120794
"823",-1.80614768423049
"824",-1.82172961605007
"825",-0.843237155341676
"826",-1.45275397698947
"827",-1.67951572167627
"828",-2.74869616493734
"829",-1.64295461231506
"830",-2.21821608084888
"831",-0.465140501901633
"832",-0.701079589822349
"833",-1.69426961459805
"834",-1.9990190149719
"835",-1.84159136111616
"836",-0.290639575112255
"837",-2.24259832684904
"838",-1.91297109457028
"839",-1.87333057226178
"840",-2.2172618400902
"841",-1.81582958102988
"842",-0.830050531577786
"843",-1.62575786673065
"844",0.126777959803281
"845",-1.71857871252769
"846",-1.68036193481847
"847",-1.27339961199079
"848",-1.84525180237588
"849",-1.7373084708458
"850",-1.84451831349871
"851",-2.90943148610106
"852",2.1541208347943
"853",-0.306365599656223
"854",0.627975947165936
"855",-0.524510490326636
"856",-0.260523922901768
"857",-1.69865297545293
"858",-2.16596297028096
"859",-1.54115641666498
"860",-2.16899037609426
"861",-2.07748454688639
"862",-2.42549043399051
"863",-1.65802053444253
"864",-1.84248161584999
"865",2.24426105929174
"866",-2.34467973984311
"867",-1.8205500687647
"868",-1.69035133176078
"869",-1.64481607111933
"870",0.983433945203288
"871",-0.867131013468503
"872",-1.79185052706262
"873",-1.77935550818052
"874",-0.31661181309166
"875",-1.96577926746216
"876",-2.04768096512596
"877",-1.73899271387803
"878",-1.75942094696412
"879",-1.76106841552962
"880",-1.58865264813537
"881",-1.84232135379039
"882",-1.56549031480487
"883",0.568157544567043
"884",-2.6231864395529
"885",-1.70104203502059
"886",-1.5168685024935
"887",-1.94753353163724
"888",-1.94739052112736
"889",-2.1734798793529
"890",-1.6637109333614
"891",-1.63670955822715
"892",-1.76513174558468
"893",-1.41450703696578
"894",-1.81937269992554
"895",-1.80935751447459
"896",-1.90512431816381
"897",-1.48959537189224
"898",-1.55082326639605
"899",-0.340801141001613
"900",-1.33515109352435
"901",-1.65773365465973
"902",-0.994561935055469
"903",-1.8870215228207
"904",-0.321047784401235
"905",-1.93226691071221
"906",-1.78970415033301
"907",-0.461288545223885
"908",-1.69756459045282
"909",-0.0635294135388056
"910",0.0328075189587267
"911",-0.548894031005926
"912",-0.887961967026222
"913",-0.479180485710406
"914",-1.51398658521351
"915",-1.78210777542911
"916",-2.18677890132846
"917",-0.717232780297705
"918",-2.98351957870865
"919",-2.2074931330645
"920",-1.72569002862878
"921",-0.57810281255227
"922",-1.53053268984495
"923",-1.86679928699653
"924",-1.76571545510748
"925",-0.726980990427888
"926",-0.357128687921437
"927",-0.458938169395145
"928",-1.5108447926011
"929",0.843381849552241
"930",-0.300952592854346
"931",-1.88139679945153
"932",-0.916055388577199
"933",-1.5990167023544
"934",-1.90504823112725
"935",-2.42008554413969
"936",-1.58421187225155
"937",-1.60770691910915
"938",-1.44726588325331
"939",-1.32903336952578
"940",-1.69228315732908
"941",-1.75008922468866
"942",-1.88139638527441
"943",-1.59450271555309
"944",-2.01451838266448
"945",-2.12223280876332
"946",-0.51424029106523
"947",-1.6445631306914
"948",-1.88679180833908
"949",-1.64583871657352
"950",0.569367828204056
"951",-4.10437924991234
"952",0.516733165396458
"953",-1.81976515772621
"954",-2.17286972854756
"955",-0.351149019851494
"956",-1.94159652484812
"957",-2.21384927336453
"958",-1.82306488093089
"959",-1.51079889547281
"960",-1.82175741300234
"961",0.169444392114214
"962",-1.19595834711072
"963",0.629679660674224
"964",-2.41704712343095
"965",-2.0148075977352
"966",-1.93480867297913
"967",-1.58781248692469
"968",-1.88790985010808
"969",-3.21424563843313
"970",-1.56010645293257
"971",-2.16264321575798
"972",-1.95334902099426
"973",-1.77110114100367
"974",-1.87896191452334
"975",-0.0154070502617625
"976",0.900564083374412
"977",-2.51890272973039
"978",-2.03352838302926
"979",-1.7443075307056
"980",-0.652022799122012
"981",-0.869427257787254
"982",-1.68023821173125
"983",0.159964995589029
"984",-1.96346443041601
"985",-2.47173753675479
"986",-1.67545683801114
"987",-1.50545821882642
"988",-1.77264202726694
"989",-1.85097382946064
"990",-1.83826070258621
"991",-1.97001195095686
"992",-1.5268578765899
"993",-1.75024287069771
"994",-2.03609997604862
"995",-0.73184727607846
"996",-1.53141108868836
"997",-1.6415601709771
"998",-0.539417254790447
"999",-1.2953802410705
"1000",-1.41425005131312
"1001",-0.587352046649391
"1002",-1.9668121804776
"1003",-0.166052369715746
"1004",-1.87265465212616
"1005",-1.88486266274208
"1006",-1.77427112426569
"1007",-2.09443667963304
"1008",-2.37622729070506
"1009",-1.82548360765882
"1010",-1.93742783346925
"1011",-0.588518507325634
"1012",-2.25884254918754
"1013",-1.59907287447096
"1014",-0.691615665641841
"1015",0.340677572935281
"1016",-2.39849202609209
"1017",-1.40172917012559
"1018",-0.321712124585577
"1019",-1.60926471597466
"1020",-0.401046731595592
"1021",-1.9108313204591
"1022",-1.80491246836326
"1023",-2.34947637964533
"1024",-1.29626256909322
"1025",-1.8943883063797
"1026",-1.82963419291766
"1027",-1.82378408456068
"1028",-1.65852639150823
"1029",-2.06045329731484
"1030",-0.970542160285691
"1031",-1.6940341129609
"1032",-0.610638191667613
"1033",-2.21423379886884
"1034",-1.29636886221442
"1035",-1.66717256765179
"1036",-2.16670464975403
"1037",-1.97415407002794
"1038",-2.22049143279336
"1039",-2.30078282346431
"1040",-2.24818759152329
"1041",-2.34556678508485
"1042",-1.77397482102592
"1043",-1.7483718700992
"1044",-1.68468049121384
"1045",-1.37462318111591
"1046",-1.77028060093308
"1047",-2.09722009362009
"1048",-2.80497455616376
"1049",-2.02060006934797
"1050",-0.950277626105112
"1051",-1.95364661429988
"1052",-0.289537361450659
"1053",-2.26940883998908
"1054",-1.63084228187545
"1055",-1.60451760547385
"1056",-1.69204664304595
"1057",-1.3664500486322
"1058",-0.344912860226859
"1059",-2.094170051135
"1060",-1.96156032303045
"1061",-1.77690980603147
"1062",-1.42230183022708
"1063",-1.94856538200301
"1064",-2.36371831455884
"1065",-0.263437797806276
"1066",-1.2014037903321
"1067",-1.72406312925136
"1068",-2.01235309590474
"1069",0.060186147410141
"1070",0.264718507061314
"1071",-1.64887879535332
"1072",-1.63053662174663
"1073",-1.81049672841167
"1074",-1.9752397112611
"1075",-1.42093764364567
"1076",-1.70820157011686
"1077",-1.57404787338039
"1078",-3.36848533230477
"1079",0.323968390809172
"1080",-1.17937785277603
"1081",-1.25774381637735
"1082",1.31572618845596
"1083",-2.50155067913588
"1084",-1.51984971316813
"1085",-4.98515347316389
"1086",-2.20343941530336
"1087",-2.80368175334756
"1088",-2.15837906807267
"1089",-1.96471221893513
"1090",-1.90475764361634
"1091",-1.08218110691513
"1092",-1.6822800295126
"1093",-2.00780218500873
"1094",-1.83983228045701
"1095",-2.17140146460919
"1096",-3.22205884308503
"1097",-1.58417798492382
"1098",-0.183293535656789
"1099",-1.54056832481087
"1100",-1.66782185351814
"1101",-2.19379602223223
"1102",-1.83958549988203
"1103",-1.83226152721956
"1104",-1.64277755041686
"1105",-1.76351474531636
"1106",-1.5118577625572
"1107",-0.408447351903723
"1108",-1.95998673863728
"1109",2.32122972549713
"1110",-1.52514682344166
"1111",-1.74375408948367
"1112",-1.63366348475119
"1113",0.0555406578746389
"1114",-1.95551135848828
"1115",-1.59208576417875
"1116",-1.97896464989363
"1117",-2.1028800367475
"1118",-1.72300679019648
"1119",-2.04026225112142
"1120",-1.81056882886128
"1121",-0.581900361736901
"1122",-2.10101020705976
"1123",-2.20700869874944
"1124",0.482996980859371
"1125",-2.0203343686087
"1126",-0.0177564186385126
"1127",-1.5252675010205
"1128",-2.33650917126905
"1129",-5.1212554147904
"1130",-2.25478532553382
"1131",-1.66631882248458
"1132",-2.03865180044062
"1133",-2.27464865013001
"1134",-0.88057609795068
"1135",-2.12547381856109
"1136",-1.75345188546504
"1137",0.643022251838328
"1138",-1.45931938540007
"1139",-0.0810267470827384
"1140",-1.83884045243061
"1141",-1.89639396081789
"1142",-2.32238788732104
"1143",-1.58939359398538
"1144",0.487087170138693
"1145",-1.54709469419082
"1146",-2.00775966086752
"1147",-1.08246042080131
"1148",-1.42084741056785
"1149",-1.88895371986391
"1150",-1.6631839338647
"1151",0.114712228436321
"1152",-1.73094108838345
"1153",-1.81555742582002
"1154",-2.07491673222357
"1155",-1.9355761561246
"1156",-2.07407317058308
"1157",-1.66876568686662
"1158",-0.112226987909077
"1159",-0.207489683516684
